gt,hyp
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, الان مش كات رؤيته في ذيك اللحظة حنتكلم على 2015 ليس قلوب ما الناس ستدي عن السوداء 2015 again اسمو الأمير يعتمد على المعلومات أكثر من الرأي
so اول شيء سويناه, so أول شيء سويناها
فحص كامل diagnostic, فحص كامل diagnostic
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد, اشياء ال pros cons الاشياء اللي نسويها الاشياء ما نسويها هذا رقم واحد
رقم اثنين benchmark,
الsovereign wealth funds فالعالم يسوونه, الصفران والفونز في العالم يسوون
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت, اول صندوق سورن والفان في العالم كان صندوق اللي هو الكويت
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته, النورجس بانك الاقدم الكويتي الاقدم الكويتي مثلا النورجس بنك الاستراتيجية حقته
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم, passive investment إيش يعني passive يعني يجي يشتري يقول أبغى 5 من الموجودة في العالم
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, لقينا ان المملكة او بحاجة الى at least six pools of investments
نبغى اول شيء saudi equity اللي هو نملكه الان يعني في الفين وخمس طعش,
هذا one pool, هذا ونفور
second pool is sectors اللي كانت موجودة فالمملكة كثير منها either غير موجودة او dormant, second pool is sectors اللي كانت موجودة في المملكة كثير منها either غير موجودة أو dormant
او انها تعبانه either تعبانه لانه مافيه, او انه تعبانه ايدر تعبانه لانه ما فيه
استثمار كامل او regulations ضد تطوير الsectors هذي او ما فيه regulations من الأساس تسمح بالدخول فيها excactly, استثمار كامل او regulations ضد تطوير السectors هذه او ما في regulations من الاسس للسectors تسمح بتدخل فيها exactly
الpool الثالث اللي هو الطابع العقاري giga projects, البول الثالث اللي هو اللوع الطابع العقاري giga projects
موجود ففكره neom موجود القدية موجود الred sea موجود roshen موجود كل الأشياء هذا فالفكر اللي موجود عنده والرؤية اللي موجودة عنده, موجود فكره نيوم موجود القدية موجود الرجسي موجود روشن موجود كل شيء هذا في الفكر اللي موجود عنده والرؤية اللي موجودة عنده
فا سويناها محفظة او pool, فسوان على محفظة أو بطول
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا أول شيء mega ايه mega موجودة فكل مكان أي مشروع كبير, مش شاريع الكبرى مش شاريع الكبرى حتى الاسم قيلنا هو سين ميغا ميغا موجودة في كل مكان أي مشروع كبير
يسمونه mega projects, سمونة ميقف راجئ
it s not this is giga this is like an eco system كامل, it s not this is giga this is like an ecosystem kamil
الشيء الثالث اللي هو الreal estate والinfastructure, شيء الثالث اللي هو الريلستيت والإنفرسوركتشر
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين السكتور ديفولوبمينت وبين على حسب يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا البول ولا هذا البول
فهذي الأربعة first أربع محافظ, فهذه الأربع محافظ
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, الاول ما كان عندنا تقريبا أقرب 5 أقرب 1 5 
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان اكثر politically incentivized investments مثلا في الدول العربية من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, كان في عندنا يمكن استثمار واحد اللي هو في بوستكو ستيل في كوريا كان في آخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوينا برضه محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء
ان كان مع الfund managers, إن كان مع الفند منجرز
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان في دفرنت اندرياين في البرايفيت اكوتي في البابليك ماركتس في دفرنت انسترومنط أو في الـ
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, فهذه أغلبها استثمارات غير مباشرة عبر السوق عبر مدرسة نادية لا حتى ممكن تكون داريكت بس ما هي استراتيجيك
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, أو non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s strategic يعني 45 billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق قيمته 100 مليار softbank نفسهم كانوا حاطين 28 مليار فيه
blackstone استثمرنا فالبنية التحتية في أمريكا, blackstone استثمرنا في البلية التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, 50 مليار واحنا حاطيني 20 مليار so it s 40 of that fund so هذو تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, على الخارطة العالمية للاستثمار في أوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, ما دومت في تلك الحقيقة لأنه تم نقل الصندوق الاستمرارات العامة من تحت وزارة المالية إلى
so سمو الأمير قال go and find proper offices لكم , سو اسمول امير قال go and find proper offices like them
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, عند رحت هناك كانت تقريبا ما هي جاهزة المدينة الرغمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, في عمارة واحدة فيها اللي جاهزة اللي هي العمارة حقه الماينتنس الصيانة
فقلت ممتاز ok let s take, فاقلت متاز okay let s take um
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخذنا i remember نص دور
اء region,
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, وز موفن آت من هيئة السوق المالية وانا كان يستغل معي في هيئة السوق المالية
here is what i want هذا ال mandate اللي عندي , ها الماندية اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي انك تجي قال لي اوكي خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طب ما سألتني وش الراتب وش راتب قال لي خلاس مشكلة جاي فكان من أول أشخاص ترك النواسر same thing كان جايني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, من سمو الأمير أنه نريد استثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, فاتكلمت مع ال previous employer حقي السعودي الفرنسي capital وتركيا كان رئيس الاستثمار هناك الادارة الاصول
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about ما كان المستوعبين اطلاقا 
فقلت you know what, فقلت you know what
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, i m not gonna waste time تصلت على تركي نفس الشاي في العاصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, قلت له here is the thing ابو اكتري مش عارف إيش
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, زي ردت يزيد ردت فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, اليوم الثاني ساعة 6 الصباح احنا فى الطيار رايحين الفرنسية أنا وتركيا يزيد
يعني هي both of them, يعني he both of them
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالإضافة طبعا السلطان ومحمد they were believers يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, بس they believed in the cause
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, and maybe personally in me بتأكيد سمو لمير محمد
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, we moved i remember لمبنى الصيانة في المدينة الرقمية أخذنا نص دور سواء أو شي خمسة مكاتب كانت إجزاز يعني اذكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جبنا مقاولين بخل ص خل صنا اوال شيء i think خلال اسبوع الخمسة مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا الف ثمية وشيء قريب الالفين شخص نشتغل في صندوق الاستمرات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي one of the first tenants and i think
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صارت في المدينة الرقمية ما كان فيها حد الآن الـ occupancy rate فيها تقريبا 99 أو 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمراء العامة وبالتأكيد رئاسة اسمه الامير and if it wasn t for him none of this would have happened at all
at all يعني, at all يعني
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في 100 سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, الماشرات قياس الأداء اللي موجودة فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صارت الاستراتيجية وووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووو
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجى الاصول اللي موجودة اللي تم نقلها جاسين احنا نطرحها في السوق معظمها private
assets او private companies, assets our private companies
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدم نخليها جاهزة انه تدخل للسوق هذي قيم المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذي ابو فيصل كتشيرمن بس صندوق نفس واش اضافته الفلوس اللي جات من عرامكا رجعت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, فهذا العلاقة الصندوق فيها رامكو يعني الآن اليوم يعتبر صندوق السمرات العامة اكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, شير هولدر بعد حكمة المملكة العربية السعيدية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, وعلى مستوى العواعد ويمكن أنت صندوق استثمارات فأهم يعني مؤشر عندكم هو العواعد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, إحنا ويسا سوانا impairment على ما أعتقد إلى خمسين مليار من قيماتها
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف واش الكاشفروز اللي تجي إذا هي ما هي بشركة listed
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيم هيقول وش الكاشفلوز أو التدفقات النقدية اللي موجودة منها 
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تيجى الترفقات النقدية اللي هي من الـ operations من الفاينانس من الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, you have to impair it لازم تحطها صفر في الدفاتر حقك
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, في الدفاتر حقنا صفر ترى صفر يه فإنس لما تيجي يعني إحنا نتأثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا البوكس الaccount information ما كانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الاشياء اللي بدأنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان في أوديتيد فانانشيلز
فا it was, فأنتم ب
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي اكثر كداخل خاصة اللي ما بيعنا سابك بس it s cash flows it s not for the income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كداخل إحنا الـ aspirations اللي موجودة الآن إنه نوصل بين السبعة إلى ثمانية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه going back للbenchmarking exercise اللي سوناها اول شيء
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعايد يعني يجينا فيه شيء اسمه الـ efficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , ففي بعض الفرنس
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فلما سوينا المحافظة هذه كيف نقدر نوصل للستراتيجيك اسيت الالكيشن
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, اعتقد السنة هذه أفضل من كل الأسواق العالمية at some stage we were up like 34 versus 18 سوق الامريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, الاكويديتي بدأت ترجع بشكل جدا كبير وبتكلم لك على الاكويديتي من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, إضافة لبعض الاستثمارات الدورية الموجودة عندنا في عندنا سام سابل انفسمنتز زي اللي موجودة في الصناديق اللي هي في الـ private equity في الـ public markets
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في لوسد لوسد ستمرنا تقريبا 
one point eight billion dollars وبعدها another maybe two or three hundred million dollars,
at some stage وصلت lucid الى market cap تقريبا ستين مليار, at some stage وصلت lucid إلى market cap تقريبا 60 مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, من 2 الى 60 مليار الشركة كامل ايه صور احنا نملك ان
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, اا 85 وبعد ما سوانا الipo صرنا نملك حوالي 65 65 بحقتنا هذي 40 مثلا يا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار الى 40 يعم تاخذون روسي تسفنونها طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا السنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففيه لما تجمع كل الاستثمارات هذا and we re very conservative by the way مثلا
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع,
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من اسر القيقة بروژيكتز كانت 800 والان فوق الالف
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدأ ان تحسبون قيمة هالله لان هذا الجزء ايضا ما قيمة البشرور once
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation وجه في cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما انها تشتغل تجاريا أو ينباع جزء منها وقتها حتى خسب يبدأ صر التقييم فهذه لها الامباكت يعني لسه بيصير في عندك جاء كيف هذا مشكل على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لان احنا الان ماشين مع الفرس والطبعا الهيئة المحاسبة الهيئة السعودية المحاسبة الطانونيين
ال الstandards اللي موجودة فا, الالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالالال
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative,
when it s comes لل لل, when it comes
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, معايير محاسبية لتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, انت الاكسترنال بلاس دي انترنال فهذا السبب في الطلوع تقريبا لل
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا الباي لوز حقه الصندوق اللي هي النظام الأساسي للصندوق الاستمرات الأمة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي عطاه المجلس للليجان للمحافظة
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والgo down
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خليني أعطيك مثال إذا نبغى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبدأ الاستثمار من ثلاثة اشياء either
الإدارة نفسها تقول we wanna invest في الشيء هذا, إدارة نفسها تقول we wanna invest في شيء هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فاعتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الإدارة الدورية إن كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, سعمية وخمسين الف تقريبا واكثر مليون في المنطقة بعدها تيجي لشي يسمى الـmic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, management committee كانت الاول برئاسي بشكل كامل الان بعد ما صار فيه نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس إذا طلعت التكت سايز أعلى تيجي ليه in my capacity as mic أو management investment committee
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, اذا اعلى المبلغ اعلى تروح ليشاي اسمه bic اللي هو board investment committee او لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سمو ولي العهد and myself we were against that position نقول انه هذا فرصة تاريخية انه نقدر نكسب من وراها
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, so we went all the way up للملك ففعليا العضاء صوته ضد الصوت الرئيس والمحافظ ضد قرار ومشى هذا الأمر وسعد إلى
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, and that s one of the qualities اللي ما هي موجودة ما اعتقد موجودة في أي
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, يوم نكون بلاس المجلس هذا طبعا that s one extreme example في examples كثيرة كانت موجودة أنه
تتغير القناعات هذي because we show them show him, تتغير القناعة هذه because we show them show him
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, الإفيدنس اللي موجودة اللي هي تقول انه هذا قرار استثمار سليم او هذا قرار استثمار غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, اوه كان جيدا يعني دخلنا تقريبا كنت حوالي إذا ما كنت غلطان
قريب الأربعين بالمية فيها دولار فا it was خلال, قريب الـ40 فيها دولر فاتوجه فيها
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth, خلال فترة الأشهر الاولية لانه حين اللي كلهم متوقعين tell you the truth
تكون الrecovery as w shape ولا u shape, تكون الركافوري as w shape ولا u shape
