gt,hyp
السعودي الفرنسي capital معروف يعني كان الأول ما أحد يعرفه, السعود الفرنسي كابتل معروف يعني كان الاول ما حد يعرفه
وسوينا فيها كمان يعني الdeals, وسونا فيها كمان يعني الديلز
فا كنا access نعطي access للclients حقينا, فكننا نعطي أكسز للكلينس حقيين
لأنه يدخلوا مثلا مع black rock مع كل ال اء, لانه يدخل مثلا مع بلاك روك مع كل ال
كان بالنسبة ibos قبلها ال كان سوق الأسهم, وكان بنسبة الى ايبوز قبلها الكنسل الاسم
الظاهر سبعين شركة يوم طلعت كان مية وأربعين شركة so double dub القيمة السوقية كمان كبرت, يوم طلعت كان 140 شركة so double dub القيمة السوقية كمان كبرت
كنت كمان المسؤول عن الmna activities اللي هي الاندماج و الاستحواذ الاستحواذ كنت مسؤول عن, كنت كمان مسؤول عن الـ m a activities اللي هي الاندماج والاستحواذ كنت مسؤول عن مجددا
يعني زي ال reits اللي هي الصناديق العقارية كانت معي كان معي برضو, يعني زي الريتس اللي هي السندق العقارية كانت معي كان معي برضو
اء ال accessibility للمستثمرين الأجانب فالسوق السعودي, ال اكسيسبوليتي للمستثمرين الجانب في السوق السعودي
اء يعني كان بالنسبة للsystems وكيف تسويها او الprocesses ومن الكلام ذا, كان بالنسبة للsystems وكيف تسويها والprocesses ومن الكلام ده
so بعد شهر من بداياتي مع ال مع الديوان, سو بعد شهر من بدايتي مع الـd1
لكن وفالقروض وفي أشياء كثيرة من النواحي التنموية وليست كا sovereign wealth fund, لكن في القروض وفي اشياء كثيرة من النواحي التنموية وليست ك sovereign wealth fund
فقلت له ok تكلمت مع اء هيئة السوق المالية قلت لهم عطوني ال اء أسماء, فقلت له اوكي تكلمت مع الهيئة السوق المارية قلت لهم يعطوني الأسماء
وجبت يعني جبت الأسماء كاملة والملفات and everything, وجبت يعني جبت الأسماء كاملة والملفات and everything
و i was going through the names يعني و name by name فا ما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني, i was going through the names يعني name by name فما كان مقتنع بشكل كامل بمعظم الأسماء قال لا اجيب لي أحد ثاني
and we were going through everything وش كان وش كان محتوى هذاك الاجتماع ال اء المحتوى حطينا يعني الblueprint, وش كان محتوى ذلك الاجتماعي المحتوى حطينا البلوبرينت
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, الان مش كات رؤيته في ذلك اللحظة حنا نتكلم على 2015 يستقبل ما الناس تديعن صدود اااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااا
so اول شيء سويناه, so أول شيء سوينا
فحص كامل diagnostic, فحص كامل diagnostic
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد, اشي البروز والقونس الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد
رقم اثنين benchmark, رقم ثان بنشمارك
الsovereign wealth funds فالعالم يسوونه, الصوفران والفونز في العالم يسوون
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت, اول صندوق سابرون والفان في العالم كان صندوق اللي هو الكويت
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته, الاقدم الكويتي مثلا النرجس بانك الاستراتيجية حقته
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم, passive investment يش يعني passive يعني يجي يشتري يقول أبغى 5 من الـ public markets اللي موجودة في العالم
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, لقينا ان المملكة أو sovereign wealth fund بحاجة إلى at least six pools of investments
نبغى اول شيء saudi equity اللي هو نملكه الان يعني في الفين وخمس طعش, نبغى أول شيء الصادر اكوته اللي هو نمرك الان يعني في 2015
هذا one pool, هذا وان بول
second pool is sectors اللي كانت موجودة فالمملكة كثير منها either غير موجودة او dormant, second pool is sectors اللي كانت موجودة في المملكة كثير منها either غير موجودة أو dormant
او انها تعبانه either تعبانه لانه مافيه, أو انها تعبانة أيضا تعبانة لانه مافي
استثمار كامل او regulations ضد تطوير الsectors هذي او ما فيه regulations من الأساس تسمح بالدخول فيها excactly, استثمار كامل او الرجلات ضد تطوير السكتر هذه او مافي رقليشنس من الاس للاسكتر تسمح بالدخول فيها exactly
الpool الثالث اللي هو الطابع العقاري giga projects, اللي هو اللوع الطابع العقاري giga projects
موجود ففكره neom موجود القدية موجود الred sea موجود roshen موجود كل الأشياء هذا فالفكر اللي موجود عنده والرؤية اللي موجودة عنده, موجود الريتسي موجود روشن موجود كل أشياء هذا في الفكر اللي موجود عنده والرؤية اللي موجود عنده
فا سويناها محفظة او pool, فسويناها محفظة أو بطول
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا أول شيء mega ايه mega موجودة فكل مكان أي مشروع كبير, مشاريع الكبرى مشاريع الكبرى حتى الاسم geega يعني قلنا هو سين ميجا موجوده فكل مكان أي مشروع كبير
يسمونه mega projects,
it s not this is giga this is like an eco system كامل, it s not this is giga this is like an ecosystem canal
الشيء الثالث اللي هو الreal estate والinfastructure, شيء الثالث اللي هو الريلستيت والإنفرسوكتشر
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين الـ sector development وبين الـ على حسب إيش الـ يعني هذ من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا البول ولا هذا البول
فهذي الأربعة first أربع محافظ,
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, واستثمار الدولي الاول ما كان عندنا تقريبا less than one and a half percent
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان اكثر politically incentivized investments مثلا في الدول العربية في من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, كان في عندنا يمكن استثمار واحد اللي هو في بوستغر ستيل في كوريا كان في آخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوينه برضو محفظتان اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء
ان كان مع الfund managers, إن كان مع الفند باناجرس
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان في دفرين تندرياين في البرايفيت إيكوتي في البابليك ماركتز في دفرينت أينسرومنت أو في الانبستمتز
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, فهذه اغلب استثمارات غير مباشرة عبر السوق عبر المدرسة نادية لا حتى ممكن تكون direct بس ما هي strategic
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, أو نانداركت بس تكون لها طابع استراتيجي مثل زي مثلا softbank vision fund that s strategic يعني 45 بليون دولارز
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق قيمته 100 مليار softbank نفسهم كانوا حاطين 28 مليار فيه
blackstone استثمرنا فالبنية التحتية في أمريكا, بلاكستون استثمرنا في البنية التحتية في امريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, 50 مليار وحن حاطين 20 مليار so it s 40 of that fund so هذا تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, على الخارطة العالمية للإستثمار في أوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, ما دومت في تالي the truth لانه تم نقل الصندوق الاستمرارات العامة من تحت وزارة المالية الى
so سمو الأمير قال go and find proper offices لكم , so اسمه الامير قال go and find proper offices like them
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, و رحت هنا كانت تقريبا ما هي جاهزة المدينة الرغمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, في عمارة وحدة فيها اللي جاهزة اللي هي العمارة حق المينتنس الصيانة
فقلت ممتاز ok let s take, فقلت متاز okay let s take
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخذانا i remember nostdor
اء region, region
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, was moving out من هيئة السوق المالية وانا كان يشتغل معي في هيئة السوق المالية
here is what i want هذا ال mandate اللي عندي , here is what i want هذا الماندات اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي انك تجي قال لي اوكي خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طب ما سألتني وش الراتق وش راتق قال لي خلاص مشكلة جاي فكان من أول أشخاص تركي الـ نويسر same thing كان جاييني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, mandate من سموه الامير انه نبغى نستثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, فتكلمت مع الـ previous employer حقي السعيد الفرنسي و تركيا كان رئيس الاستثمار هناك إدارة الأصول
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about ما كان المستعبين اطلاقا ما هم استعبين
فقلت you know what, فقلت you know what
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, i m not gonna waste time تصلت على تركي نفس الشيء في العصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, قلت له here is the thing ابو اكتدي مش عارفة
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, زي ردت يزيد ردت فعل يزيد بالظبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, اليوم الثاني ستة الصباح احنا في الطيار رايحين لفرنسيا أنا وتركيا يزيد
يعني هي both of them, يعني بث وهم
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالاضافه طبعا السلطان ومحمد they were believers يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, بس they believed and the cause
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, and maybe personally in me بتأكيد سموا لمير محمد
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, i remember لمبنى الصيانة في المدينة الرقمية أخذنا نص دور سواء اول شي خمس مكاتب كانت إجزاز يعني اذاكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جبنا مقاولين خلص خلصنا اول شيء i think خلال اسبوع الخمسة مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا الف ثمية وشي قريب الالفين شخص نشتغل في صندوق الاستمرات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي هو واحدة الأولى
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صارت في المدينة الرقمية ما كان فيها حد الآن الـ occupancy rate تقريبا 99 أو 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمرات العامة وبالتأكيد برئاسة سمه الأمير and if it wasn t for him none of this would have happened at all
at all يعني, نشتغل في صندوق الاتمرات العامة at all
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down اولاد دعم اللي موجود والرؤية اللي موجودة انتمو الامير none of this would have happened ولا في مئة سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, الماشرات قياس الأداء اللي موجودة موجود فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صرت الاستراتيجية والvisual realization program اللي تفضلت فيه برنامج تحقيق الرؤية
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجى الأصول اللي موجودة اللي تم نقلها جاسين احنا نطراحه في السوق معظمها private
assets او private companies, assets أو private companies
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدم نخليها جاهزة انها تدخل للسوق هذلك مضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذه أبو فيصل كاتشيرمن لا لا الصندوق نفسه واش اضافته الفلوس اللي جت من عرامكر جت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, فهذا العلاقة الصندوق في أرامكو يعني الآن اليوم يعتبر صندوق السمراء العامة أكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة المملكة العربية السعادية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, وعلى مستوى العواعد ويمكن أنتم صندوق استثمارات فأهم يعني مؤشر عندكم هو العواعد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, احنا و ااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااا
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف واشي الكاش فروز اللي تجي إذا هي ماهب شركة listed
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكيف يقيم هيقول وش الكاشفلوس أو التدفقات النقدية اللي موجودة مننا
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, اللي هي من الـ operations من الـ finance من الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, you have to impair it لازم تحطى صفر في الدفاتر حقيت
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, في الدفاتر حققتنا صفر تراح صفر فانت لما تيجي يعني إحنا نتأثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا البوكس الاكاونتنين ما كانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الأشياء اللي بدأنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان في أوديتيتد فيناشيلز
فا it was, فاتواز
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي أكثر كداخل خاصة لما بيعنا سابق بس it s cash flows it s not for income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كدخل إحنا الـaspiration اللي موجودة الآن إنه نوصل بين السبعة إلى ثمانية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه going back للbenchmarking exercise اللي سوناها أول شيء
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعايد يعني يجينا في شيء اسمه الافشينت فرنتير
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , واللي هي كات 7 إلى 8 ففي بعض الفونتز
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فلما سونا المحافظة هذه كيف نقدر نوصل للstrategic asset allocation
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, أعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like 34 versus 18 سوق الامريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, liquidity بدأت ترجع بشكل جدا كبير وباتكلم لك على liquidity من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, إضافة لبعض الاستثمارات الدورية الموجودة عندنا في عندنا سامتنى سابل انفسمنز زي اللي موجودة في الصناديق اللي هي في البرائفة اكوتي في البوبليك ماركت
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في لوسيد لوسيد ساثمارنا تقريبا 
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, 1 8 billion dollars وبعدها another maybe two or three hundred million dollars
at some stage وصلت lucid الى market cap تقريبا ستين مليار, at some stage وصلت lucid إلى market cap تقريبا 60 مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, الشركة كاملة اي
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, 85 وبعد ما سواء الipo صار نعملك حوالي 65 65 بحقتنا هذه 40 مثلا يا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار إلى 40 تخطو فلوس يتسفرونها طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا سنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, and we re very conservative by the way
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والأراضي اللي عندنا الآن عندنا أراضي مثلا يوم الحالة كم حوالي 24000 كيلومتر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من أصغر الـ giga projects فوق كانت 800 والآن فوق الألف
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدأ انت حسبون قيمته لان هذه الجزء ايضا من قيمة المشروع once
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation which is cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما أنها تشتغل تجاريا أو ينباع جزء منها وقتها حتى تخسب يبدأ يصبح التقييم فهذه لها الامباكت يعني لسه بيصير في عندك جرق هذا مشكل على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لان احنا الان ماشيين مع الفrs و طبعا الهية المحاسبة الهية السعودية المحاسبة الطانونيين
ال الstandards اللي موجودة فا, نشتغل في صندوق الاسمرات العامة السندرز اللي موجوده ف
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, بالتأكيد we don t overvalue anything actually we impair things فجدا محافظين يعني السيافة حقنا ياسر سلمان is very conservative
when it s comes لل لل, when it comes للـ
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, معايير الحاسبية للتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, إنت الإكسترنال بلاس دي إنترنال فهذا السبب في الطلوع تقريبا للـ
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا البيلوز حقة الصندوق اللي هي النظام الأساسي للصندوق لإستمرات الأعمة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي اعطاها المجلس للجان للمحافظة انا اوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والgo down
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خلينا اعطيك مثل مثال اذا نبغى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبدد الاستثمار ممكن من ثلاثة أغير اشياء either
الإدارة نفسها تقول we wanna invest في الشيء هذا, إدارة نفسها تقول we wanna invest في شيء هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فأعتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الادارة الدورية إن كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تيجي لشي اسمه ال mic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, كانت الأول برياستي بشكل كامل الآن بعد ما صار فيه نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس إذا طلعت التكت سايز أعلى تجي ليه الماكباستي او الماناجمين انفرستمنت كوميته
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, إذا أعلى المبلغ أعلى تروح لشيء اسمه البي آي سي اللي هو الboard investment committee أو لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سموا ولي العهد and myself we were against that position نقول انه هذا فرصة تاريخية انه نقدر نكسب من وراها
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, ففعليا العضاء صوته ضد صوت الرئيس والمحافظ ومشى هذا الأمر وسعد إلى
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, and that s one of the qualities اللي ما هي موجودة ما اعتقد موجودة في اي
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, يوم نكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة أنه
تتغير القناعات هذي because we show them show him, تتصغير القناعات هذه because we show them show them
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم أو هذا قرار استثماري غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, oh it was really good يعني دخلنا تقريبا كنت حوالي إذا ما كنت غلطان
قريب الأربعين بالمية فيها دولار فا it was خلال, قريبا 40 فيها دولار خلال
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth, خلال فترة الأشهر الأولية لأنو حين اللي كلنا متوقعين تقولوا the truth
تكون الrecovery as w shape ولا u shape, تكون الركابري as w shape ولا u shape
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, واحتمال بسيط انه تكون في شاب انه ينزل ويطلع
