gt,hyp
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي who one of the first tenants and i think
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, اشتركوا في القناة
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمارات العامة وبالتأكيد رئاسة سمو الأمير and if it wasn t for him none of these would ve happened at all
at all يعني, بأطول
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية,
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء,
assets او private companies, او private companies
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذا قيمة المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, انا مجددا 
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, ايضا
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, shareholder بعد حكمة المملكة العربية السعودية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد,
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمته
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف وش الكاش flows اللي تجي اذا هي ماهي بشركة listed
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها,
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تجي التدفقات النقدية اللي هي من الoperations من ال finance من ال investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, you have to impare it لازم تحطها صفر في الدفاتر حقيتك
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق,
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما فيه عندنا ال books accounting information ما كانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا,
فا it was, فا it was
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement,
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, احنا الaspirations اللي موجودة الان انه نوصل بين السبعة إلى الثمانية بالمية
فهذي going back للbenchmarking exercise اللي سويناه أول شيء,
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , اشتركوا في القناة
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , اغلبهم يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا يردوا ي
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent سوكل المريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, الliquidity بدأت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, او اضافة لبعض الاستثمارات الدولية الموجودة عندنا فيه عندنا some stable investments زي اللي موجودة في الصناديق اللي هي في الprivate equity في public markets 
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا,
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, 1 8 billion dollars وبعدها another maybe two or three hundred million dollars
at some stage وصلت lucid الى market cap تقريبا ستين مليار, وصلت lucid الى market cap تقريبا ستين مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, نصنين الى ستين مليار شركة كاملة ايه
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, اه 85 بالمية وبعد ما سوينا الipo صارنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين مثلا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل,
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففي لما تجد كل الاستثمارات هذا and we re very conservative by the way مثلا
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع,
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف,
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدوا انت حسبون قيمته لان هذي جزء ايضا من قيمة المشروع اه اه
the projects start getting commercial operation ويجي فيه cash flows, والمشاركة تستطيع التحقيقية بردام عملية ويجي فيه cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات,
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لان احنا الان ماشين مع ifrs و الطبعا الهيئة المحاسبية الهيئة السعوديية المحاسبين القانونيين
ال الstandards اللي موجودة فا, الstandards اللي موجودة فا
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, اشتركوا في القناة
when it s comes لل لل, ترجمة نانسي قنقر
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, معايير المحاسبيين لتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, الexternal plus the internal فهذا السبب في الطلوع تقريبا للإنسان
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي للصندوق الاستمرات العامة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي عطاها المجلس للجان للمحافظ اهل اوكي اوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down,
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خلينا نعطيك مثال اذا نبغى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار يمكن من ثلاث أشياء either
الإدارة نفسها تقول we wanna invest في الشيء هذا, ادارة نفسها تقول we wanna invest في شيء هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فأعتمد دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الإدارة الدولية إن كان هو public ولا privateفواجب علينا أنه نستمر بصورة حسنة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طيب خلينيسة طي
بعدها تجي لشيء اسمه الmic managment investment committee, اشتركوا في القناة
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, management investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس إذا طلعت الticket size أعلى تجي لي in my capacity as mic أو management investment committee
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار,
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, اشتركوا في القناة
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى,
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, ومعنى الاشتراك في القناة
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, ترجمة نانسي قنقر
تتغير القناعات هذي because we show them show him,
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, او هذا قرار استثماري غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان,
قريب الأربعين بالمية فيها دولار فا it was خلال, قريب الأربعين بالمية فيها دولار فتوجد فيها
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth,
تكون الrecovery as w shape ولا u shape, تكون الrecovery as w shape ولا u shape
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, اتمنى انها تقول v shape انه ينزل ويطلعو
فكانت عندنا إحنا الprovision نبغى نشتري بثمانين مليار,
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to deploy المبلغ كامل للاسف, اتكلم كمانزل ارتد فا جاء عائد سريع فا جاء عائد سريع ما قدرنا to deploy المبلغ كامل للأسف
وبعدين that s a funny thing العالم كله كان يتكلم على الدخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول,
فال مع النزول هذا فكان i think ال ال effect للطلوع هذا, في المعنى النزول هذا فكان i think the effect للطلوع هذا
من أساسه اللي هو الدخول حقنا cods because we had to disclose كانوا معظم الشركات كنا نطلع فوق الخمسة بالمية لازم تفصح قريب we have to disclose it, ماذا بإذن الله سوف نضيفها نعم نعم نعم نعم نعم نعم نعم نعم
we have to disclose بشكل شهري وش اللي جالسين نسويه وهنا كانت أتذكر أبو فيصل كثير أسئلة طرحت في ذيك الفترة بأنه هل الصندوق مضارب,
ولا هو المفترض إنه صندوق سيادي قراراته طويلة المدى ثلاثة أشياء سويناها بالنسبة للدخول فأثناء الpandemic,
strategic poisitions أخذنا فيه شركات إلى الان ما طلعنا منها ما تخارجنا منها أبد, strategic positions أخذنا فيه شركات إلى الان ما طلعنا منها ما تخرجنا منها أبد
opportunistic اللي هي نشوف وش الفرصة وندخل فيها ونطلع, اللي هي نشوف وش الفرصة وندخل فيها ونطلع
which is makes يعني perfect sense,
الشيء الثالث اللي هو يسمونه rescue financing اللي هي نجي على الشركات, اشتركوا في القناة
convertibles قروض تحول إلى أسهم او شيء زي كذا فا هذا الأساس اللي كنا داخلين فيه ما كنا داخلين على أساس انه, convertibles قروض تحول إلى أسهم او شيء زي كذا فا هذا الاساس اللي كنا داخلين فيه ما كنا داخلين على اساس انه
ننتهز فرصة ونمشي and that s it كنت أتحدث مع يعني بعض الأصدقاء اللي يعملون فالصندوق وكانوا يقولون لي على التحول الكبير اللي صار فيه موضوع ترشيح, ننتهز فرصة ونمشي and that s it كنت أتحدث مع بعض الأصدقاء اللي عملون في الصندوق وكانوا يقولون لي على التحول الكبير اللي صار فيه موضوع ترشيح
اللي هي to have the right people, اللي هي to have the right people
right processes and systems الإجراءات والأنظمة السليمة وال ال إجراءات والأنظمة السليمة, وإجراءات والأنظمة السليمة
and to have the right product وش وش وش أنت تبيع وش أنت تبغى تسويه المنتج أو الخدمة المناسبة exactly, and to have the right product وش أنت تبيع وش أنت تسويه المنتج أو الخدمة المناسبة exactly
اليوم is not about people only it s about people الأشياء اللي نسويها, ترجمة نانسي قنقر
going back you know الevidence base والبيانات والمعلومات والأشياء هذي,
اء اسسنا تقريبا if i m not mistaken, اسسنا تقليبا if i m not mistaken
قاعدة البيانات اللي موجودة عندنا حاليا فيها اكثر من الف واربع مية potential board member,
لاي شركة نجي نشوف وش الqualities اللي نبيها فال فال, اللي عايشة ركة نجي نشوف وش الqualities اللي نبيها في
الboard member, الboard member
وال ال بالإضافة للeducation و previous experiences تعليمه وخبراته السابقة صحيح, اشتركوا في القناة
لل لل الcomposition of مجلس الإدارة مثلا نبغى على الأقل واحد, لل composition of مجلس إدارة مثلا نبغى على الأقل واحد
فالناحية الgovernance الحوكمة والcompliance الالتزام والحوكمة,
financialولا accounting background يكون عنده خبرة مالية او محاسبية نبغى واحد مثلا عنده أشياء استراتيجية نبغى واحد عنده خبرة قيادية, اشياء استراتيجية نبغى واحد عنده خبرة قيادية
إذا بيكون chairman of the company, كنت أجل المنزل لتحديثة
ونبغى أحد يكون عارف الbuisness,
فا إذا مالقينا احد يعرف الbuisness من محليا نجيب ناس أجانب,
سعوديين لكن we don t mind انه يكون عالعكس we encourage انه تجي خبرات من الهند من أمريكا من, سعوديين لكن we don t mind انه يكون عالعكس وينكراج انه يتيجي خبرات من الهند من امريكا من
ف we go out and look for the best qualities على حسب الprofile اللي موجود فالشركة تتحول إلى إرقام هذي كلها أرقام,
تحت إدارة chief of staff اللي هو رئ رئيس كب كبير الإداريين,
عنده كذا vertical وحدة منها اللي هي الboard composition, عنده كذا vertical وحدة منها اللي هي الboard composition
تروح لإدارة i m sorry لجنة اسمها الpcnc اللي هي portfolio companies nomination committee,
ولازم والأعضاء اللي موجودين لهم النائبين الاثنين والمدير الاستثمار العقاري والgiga projects كبير الإداريين الgeneral counsel, اشتركوا في القناة
