gt,hyp
كانت فكرة سمو الأمير انه معظم القرارات اللي تكون موجودة based على الopinion على الرأي, كانت فكرة سمو الأمير أنه معظم القرارات اللي تكون موجودة باست على الابنين على الرأي
وليست based على الأدلة او الevidence, وليست paste على الأدلة أو الأفيدنس
فا عطانا الرؤية حقته وسألته يعني انا ما ما اشتغلت ايش علاقة banker في مركز دعم اتخاذ القرار فقال لأنه الbankers, فعطاني الرؤية حقته وسألت أنا ما اشتغل فيها باش علاقة بنكر في مركز دامس خدقرة فقال اللي أن البنكريس
ما يستخدموا فقط الرأي انه my gut feeling انه to go and buy this ولا سوا كذا, لا يستخدم فقط الرأي مايغدفلن أنه تجوى ومع هذا وله سوى كبه
السعودي الفرنسي capital معروف يعني كان الأول ما أحد يعرفه, السعودي الفرنسي كابتل معروف يعني كان الأول ما أحد يعرفه
وسوينا فيها كمان يعني الdeals, och så har vi deals
فا كنا access نعطي access للclients حقينا, فكنا نعطي أكسز للقلاينت سهجين
لأنه يدخلوا مثلا مع black rock مع كل ال اء, لأنه يدخل مثلا مع بلاك روك مع كل الناس
كان بالنسبة ibos قبلها ال كان سوق الأسهم, كان بالنسبة للإيبواز قبلها الـ cancel بالأسهم
الظاهر سبعين شركة يوم طلعت كان مية وأربعين شركة so double dub القيمة السوقية كمان كبرت, 71 شركة يوم طلعت كان 140 شركة سويد دابل داب القيمة السوقية كمان كبرت
كنت كمان المسؤول عن الmna activities اللي هي الاندماج و الاستحواذ الاستحواذ كنت مسؤول عن, كنت كمان مسؤول عن الـ m a activities اللي هي الاندماج والاستحواذ كنت مسؤول عن
يعني زي ال reits اللي هي الصناديق العقارية كانت معي كان معي برضو, يعني زي الريتس اللي هي السنديق العقارية كان معي برضو
اء ال accessibility للمستثمرين الأجانب فالسوق السعودي, الاجتماعي للمستثمرين الأجانب في السوق السعودي
اء يعني كان بالنسبة للsystems وكيف تسويها او الprocesses ومن الكلام ذا, إن كان بالنسبة للسستم وكيف تتوين هوا البروسيس ومن الكلام ده
so بعد شهر من بداياتي مع ال مع الديوان, سو بعد شهر من بدايتي مع الديوان
لكن وفالقروض وفي أشياء كثيرة من النواحي التنموية وليست كا sovereign wealth fund, لكن في القروض وفي أشياء كثيرة من النواحي التنموية وليست كـ sovereign wealth fund
فقلت له ok تكلمت مع اء هيئة السوق المالية قلت لهم عطوني ال اء أسماء, فقلت له اوكي تكلمت مع الهائة السوق المارية قلت لهم يعطوني الأسماء
وجبت يعني جبت الأسماء كاملة والملفات and everything, وجبت الأسماء كاملة والملفات and everything
و i was going through the names يعني و name by name فا ما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني, وإن أحبت بمقابلات المصدرات يعني نام با ينام فما كان مقتنع بشكل كامل بمعظم الأسماء قال لا اجيب لي أحد ثاني
and we were going through everything وش كان وش كان محتوى هذاك الاجتماع ال اء المحتوى حطينا يعني الblueprint, وش كان محتوى هذاك الاجتماعي المحتوى حطينا البلوبرينت
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, ماذا كانت رؤيته في ذيك اللحظة ننتحدث عن 2015 سمو الأمير يعتمد على المعلومات أكثر من الرأي
so اول شيء سويناه, so i would say selena 
فحص كامل diagnostic, فحص كامل
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد, أشياء الـ pros ال cons الأشياء اللي نسويها والأشياء اللي ما نسويها هذا رقم معه
رقم اثنين benchmark, like my friend benchmark 
الsovereign wealth funds فالعالم يسوونه, الصورة والفعال في العالم يسوون
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت, أول صندوق سورة وظفن في العالم كان صندوق اللي هو الكويت
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته, الأقدم الكويتي مثلا النورجس بانك الاستراتيجية حقته
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم, صندوق واحد passive investment إيش يعني passive يعني يجي يشتري يقول أبغى 5 من public markets اللي موجودة في العالم
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, لقنا أن المملكة أو sovereign world fund بحاجة إلى at least six pools of investments 
نبغى اول شيء saudi equity اللي هو نملكه الان يعني في الفين وخمس طعش, نبغى أول شيء الصادعي كوتي اللي هو نملك الآن يعني في 2015
هذا one pool, how the one for 
second pool is sectors اللي كانت موجودة فالمملكة كثير منها either غير موجودة او dormant, الثاني هو المنطقة التي كانت موجودة في المملكة كثير منها أيضا غير موجودة أو دورمنت
او انها تعبانه either تعبانه لانه مافيه, أو أنها تعبانة أيضا تعبانة لأنه ما فيه
استثمار كامل او regulations ضد تطوير الsectors هذي او ما فيه regulations من الأساس تسمح بالدخول فيها excactly, استثمار كامل أو الregulations ضد تطوير السكترز هذه أو ما فيه من الأساس للسكترز تسمح بالدخول فيها exactly
الpool الثالث اللي هو الطابع العقاري giga projects, البول الثالث اللي هو اللوع الطابع العقاري giga projects
موجود ففكره neom موجود القدية موجود الred sea موجود roshen موجود كل الأشياء هذا فالفكر اللي موجود عنده والرؤية اللي موجودة عنده, موجود فكرة نيوم موجود القدية موجود ريتسي موجود روشن موجود كل أشياء هذا في الفكر اللي موجود عنده والرؤية اللي موجودة عنده
فا سويناها محفظة او pool, فسوانا على محفظة أو بطول
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا أول شيء mega ايه mega موجودة فكل مكان أي مشروع كبير, مشاريع الكبرى شريع الكبرى giga projects حيث الاسم giga يعني قلنا أولا سين ميجا ميجا موجودة في كل مكان أي مشروع كبير
يسمونه mega projects, somewhat omega project 
it s not this is giga this is like an eco system كامل, it s not this is giga this is like an ecosystem kernel 
الشيء الثالث اللي هو الreal estate والinfastructure, شيء الثالث اللي هو الريل السيت والإنفرسوكشر
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين الـ sector development وبين الـ على حسب يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا البول ولا هذا البول
فهذي الأربعة first أربع محافظ, فهذه الأربع محافظ
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, واستثمار الدولي الأول ما كان عندنا تقريبا أقوم بـ 5 أقوم بـ 1 5 
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان أكثر مثلا في الدول العربية من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, فكان في عندنا يمكن استثمار واحد اللي هو في بوستكوس تيل في كوريا كان في آخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوينه برضه محفظتين اللي هي ال بالانسد بورتيفوليو اللي هو يستثمر في كل شيء
ان كان مع الfund managers, and can fund managers
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, can be different underlying for private equity for public markets for different instruments of investments 
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, فهذه أغلب استثمارات غير مباشرة عبر السوق عبر المدرسة نادي لا حتى ممكن تكون داريكت بس ما هيستراتيجيك
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, أو non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s strategic يعني 45 billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق قيمته 100 مليار softbank نفسهم كانوا حاطين 28 مليار فيه
blackstone استثمرنا فالبنية التحتية في أمريكا, بلاكستان استثمرنا في البنية التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, 50 مليار وحنا حق لنا 20 مليار so it s 40 of that fund so هذا تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, على الخارطة العالمية للاستثمار في أوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, ما دومت في لأن تم نقل الصندوق الاستمرارات العامة من تحت وزارة المالية إلى
so سمو الأمير قال go and find proper offices لكم , so a small amir go and find proper offices like him 
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, ورحت هنا كانت تقريبا ما هي جاهزة المدينة الرغمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, في عمارة واحدة فيها اللي جاهزة اللي هي العمارة حق المينتنس الصيانة
فقلت ممتاز ok let s take, forgetting taz okay let s take 
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخذينا نص دور
اء region, region
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, كان يتحرك من هيئة السوق المالية وأنا كاني استغل معي في هيئة سوق المالية
here is what i want هذا ال mandate اللي عندي , هاها الماندية اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي انك تجي قال لي اوكي خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طب ما سألتني وش الراتب ووش راتب قال لي خلاص مشكلة جاي فكان من أول أشخاص تركي النويسر كان جاييني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, من سموه الأمير أننا نبغى نستثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, فتكلمت مع الـ سعودي الفرنسي وتركيا كان رئيس الاستثمار هناك إدارة الأصول
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about what did you say no mr rebind 
فقلت you know what, i forget you know what 
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, i m not gonna waste time تصلت على تركي نفس الشيء في العصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, here s the thing i m a big fan of it 
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, زي ردت يزيد ردت فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, فاين اليوم الثاني ستة الصباح أنا في الطيار رايحين الفرنسية أنا وتركيا يزيد
يعني هي both of them, and he both of them
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالإضافة طبعا السلطان ومحمد دور believers يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, best they believed in the cause
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, and maybe personally in me i m sure it s called lamir mohamed 
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, لمبنى الصيانة في المدينة الرقمية أخذنا نص دور سواء أوشي خمس مكاتب كانت إجزاز يعني أذكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة المكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, اليوم نحن تقريبا ألف ثمية أو شيء قريب الألفين شخص نشتغل في صندوق الإثمارات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, markez al malik ibn abdullah al mali who one of the first tenants and i think
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صارت في المدينة الرقمية ما كان فيها أحد الآن الـ occupancy rate فيها تقريبا 99 أو 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمارات العامة وبالتأكيد برعاسته اسمه الأمير and if it wasn t for him none of this would have happened at all
at all يعني, at all yani 
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لولا الدعم الموجود والرأية الموجودة أنتمو الأمير none of this would have happened ولا في مئة سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, المشارات قياس الأداء اللي موجودة فيها الصندوق 
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صارت الاستراتيجية والفجير ريلايزاشن بروغام اللي تفضل فيه برنامج تحقيق الرؤية
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجي الأصول اللي موجودة اللي تم نقلها جاسين احنا نطرحه في السوق معظمها برابيت الوضع
assets او private companies, assets our private companies 
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدر من خليها جاهزة أن تدخل للسوق هذا قيم المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذه أبو فيصل كتشيرمن بس الصندوق نفسه واشي اضافته الفلوس اللي جات من عرامكا رجعت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, فهذا العلاقة للصندوق في أرامكو يعني الآن اليوم يعتبر صندوق إستمرارة العامة أكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة المملكة العربية السعودية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, على مستوى العواعد وينكن أنتم صندوق استثمارات فأهم يعني مؤشر عندكم هو العواعد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, إحنا سوانا امبيرمنت على ما أعتقد إلى خمسين مليار من قيمته
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف وش الكاشف رائزة التي تجي إذا هي ما هي بشركة لستد
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيم هيقول وش الكاشفلوز أو التدفقات النقدية اللي موجودة منها
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تجي التفقات النقدية اللي هي من الـ operations ومن الـ finance ومن الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, لازم تحطها صفر في الدفاتر حقك
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, في الدفاتر حقنا صفر فلما تيجي احنا نأثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا البوكس الــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الأشياء اللي بدأنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials
فا it was, فإنه كان
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي أكثر كداخل خاصة لما بيعنا سابق بس إنه تحرير ليست في الانكم ساعتمنت
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كدخل إحنا الـ الإسبرائشنز اللي موجودة الآن أنه نوصل بين السبعة إلى ثمانية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه الـ going back للbenchmarking exercise اللي سوناها أول شيء
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعايد يعني دينا فيه شيء يسمى الإفشينت فرانتير
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , واللي هي كات 7 إلى 8 في المائك ففي بعض الفرانس
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فلما سونا المحافظة هذه كيف نقدر نوصل للستراتيجيك أسيتهاليكيشن
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, i think this year is the best of all the world s markets at some stage we were up like 34 versus 18 in suqal amriki 
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, الليكوديتي بدأت ترجع بشكل جدا كبير وبتكلم لك على الليكوديتي من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, إضافة لبعض الاستثمارات الدورية الموجودة عندنا في عندنا سامسابل انفسمنتز زي اللي موجودة في الصناديق اللي هي في الـ private equity في الـ public markets
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في لوسد لوسد سأثمرنا تقريبا 
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, 1 8 billion dollars and then another maybe 200 or 300 million dollars
at some stage وصلت lucid الى market cap تقريبا ستين مليار, at some stage wصلت lucid إلى market cap of tegríben 60 milyar 
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, finsen är det 60 miljarder syrka kammer 
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, 85 وبعد ما سواءنا الـ ipo صار من نملك حوالي 65 65 حقاتنا هذه 40 مثلا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار إلى 40 تخطو فلوس طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا سنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففي لما تجد كل الاستثمارات هذا and we re very conservative by the way مثلا
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والأراضي اللي عندنا الآن عندنا أراضي مثلا يوم لحالها كم حوالي 24 ألف كيلو متر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من أصر الجيجا بروجكت كانت 800 والآن فوق الـ 1000
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, ومتى تبدأ أن تحسبون قيمتها لأن هذا جزء من قيمة المشروع إذا
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation with your fee cash flows 
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما أنها تشتغل تجاريا أو ينباع جزء منها وقتها هتخسب فهذه لها الامباكت يعني لسه بيصير في عندك جرق هذا موشر على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لأننا نحن الآن ماشيين مع الفرس طبعا الهائة المحاسبة السعودية المحاسبة القانونية
ال الstandards اللي موجودة فا, الساندرز الموجودة فهو
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, we don t overvalue anything actually we impair things and the ceo of yasser salman is very conservative 
when it s comes لل لل, when it comes to
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, لتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, الإكسترنال plus الإنترنال فهذا السبب في الطلوع تقريبا للإمكان
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا البيلوز حقا الصندوق اللي هي النظام الأساسي للصندوق لإستمرارة الأمة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي أعطاها المجلس للجان للمحافظ آه ماذا أوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات الموجودة هنا والـ
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خلينا أعطيك مثال إذا نبغى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار من ثلاثة أشياء
الإدارة نفسها تقول we wanna invest في الشيء هذا, إدارة نفسها تقول we wanna invest في شيء هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فاعتمد دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الإدارة الدورية إن كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تيجي لشي اسمه الـ mic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, كانت الأول برعاستي بشكل كامل الآن بعد ما صار فيه نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس إذا طلعت أعطاكم معين تجي لي المعكباستي كميت
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, إذا أعلى المبلغ أعلى تروح لشيء اسمه البي آي سي اللي هو أو لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سموه ولي العهد and myself we were against that position نقول إنه هذا فرصة تاريخية أنه نقدر نكسب من وراها
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, ففعليا الأعضاء صوته ضد صوت الرئيس والمحافظ ومشى هذا الأمر وسعد إلى
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, ويوجد أنها مفتاحة التي لا أعتقد أنها موجودة في أي حال
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, يومي يكون برئيس المجلس هذا طبعا that s one extreme example في examples كثيرة كانت موجودة أنه
تتغير القناعات هذي because we show them show him, تتغير القناعات هذه because we show them
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, الإفدنس الموجودة اللي هي تقول أنه هذا قرار استثمار سليم أو هذا قرار استثمار غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, كانت جيدة دخلنا تقريبا كنت حوالي إذا لم أكن غلطان
قريب الأربعين بالمية فيها دولار فا it was خلال, قريب الـ 40 فيها دولار فاتوجه
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth, خلال فترة الأشهر الأولية لأنه حينما كنا متوقعين tell the truth
تكون الrecovery as w shape ولا u shape, تكون الركابري as w shaped ولا u shaped
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, واحتمال بسيط أنه تكون في شاب إنه ينزل ويطلع
فكانت عندنا إحنا الprovision نبغى نشتري بثمانين مليار, فكانت عندنا نحن البروفيزين نبغى نشتري بـ 80 مليار
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to deploy المبلغ كامل للاسف, وما نزل ارتدت فجاء عائد سريع ما قدرنا تديبلوي المبلغ كامل للأسف
وبعدين that s a funny thing العالم كله كان يتكلم على الدخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول, بعدين العالم كله كان يتكلم على دخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول
فال مع النزول هذا فكان i think ال ال effect للطلوع هذا, مع النزول هذا فكان i think الـ effect للطلوع هذا
