gt,hyp
كانت فكرة سمو الأمير انه معظم القرارات اللي تكون موجودة based على الopinion على الرأي, كانت فكرة سمول عمير انه معظم القرارات اللي تكون موجودة بايست على الأبنين على الرأي
وليست based على الأدلة او الevidence, وإكثر مليون في المنطقة وليست بيست على الأدلة أو الـ evidence
فا عطانا الرؤية حقته وسألته يعني انا ما ما اشتغلت ايش علاقة banker في مركز دعم اتخاذ القرار فقال لأنه الbankers, فاعطاني الرؤية حقته وسألت يعني انا ما مشتغلت فيهش لا زي كار في شلاقة بانكر في مركز داكس خذقرا فقال اللي انو البانكرز
ما يستخدموا فقط الرأي انه my gut feeling انه to go and buy this ولا سوا كذا, ما يستخدم فقط الرأي ما got feeling you know to go and buy this وله سوى كبه
السعودي الفرنسي capital معروف يعني كان الأول ما أحد يعرفه, السعودي الفرنسي كابيتل معروف يعني كان الأول ما احد يارفه
وسوينا فيها كمان يعني الdeals, وسوانا فيها كمان يعني deals
فا كنا access نعطي access للclients حقينا, فكنا اعطي اعطي اعطي للخلائنس حقيين
لأنه يدخلوا مثلا مع black rock مع كل ال اء, لانه يدخلوا مثلا مع بلاك روك مع كل الـ
كان بالنسبة ibos قبلها ال كان سوق الأسهم, كان بالنسبة للآي بيواز قبلها كان سوق العسهم
الظاهر سبعين شركة يوم طلعت كان مية وأربعين شركة so double dub القيمة السوقية كمان كبرت, يوم طلعت كان 140 شركة سويد دابل داب القيمة السوقية كمان كبرت
كنت كمان المسؤول عن الmna activities اللي هي الاندماج و الاستحواذ الاستحواذ كنت مسؤول عن, كنت كمان مسؤول عن ال m a activities اللي هي الاندماج والاستحواذ كنت مسؤول عن
يعني زي ال reits اللي هي الصناديق العقارية كانت معي كان معي برضو, يعني زي الريتس اللي هي السنديق الإعدارية كان معي برضه
اء ال accessibility للمستثمرين الأجانب فالسوق السعودي, الاجتسيبيريتي للمستثمرين الجانب في السوق السعودي
اء يعني كان بالنسبة للsystems وكيف تسويها او الprocesses ومن الكلام ذا, إن كان بالنسبة للsystems و كيف تسويها والprocesses ومن الكلام ده
so بعد شهر من بداياتي مع ال مع الديوان, سوا بعد شهر من بداعتي مع الديوان
لكن وفالقروض وفي أشياء كثيرة من النواحي التنموية وليست كا sovereign wealth fund, لكن في القروض وفيه أشياء كثيرة من النواحي التنموية وليست كـ sovereign wealth fund
فقلت له ok تكلمت مع اء هيئة السوق المالية قلت لهم عطوني ال اء أسماء, فقلت له اوكي تكلمت مع هاية السوق المارية قلت لهم يعطوني الأسماء
وجبت يعني جبت الأسماء كاملة والملفات and everything, وجبت الأسماء كاملو الملفات and everything
و i was going through the names يعني و name by name فا ما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني, i was going through the names name by name فما كان مقتنع بشكل كامل بمعظم الأسماء قال لا أجيب لي أحد ثاني
and we were going through everything وش كان وش كان محتوى هذاك الاجتماع ال اء المحتوى حطينا يعني الblueprint, وش كان محتوي ذاك الاجتماعي المحتوي حطينا البلوبرينت
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, هل نتحدث عن الفين الخمسة عشر يستقبل ما الناس تديعون السوداء آآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآ 
so اول شيء سويناه, اول شيء سواناه
فحص كامل diagnostic, فحص كامل diagnostic
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد, اي شيء الـ pros cons الأشياء اللي نسويها وألأشياء ما نسويها هذا رقم واحد
رقم اثنين benchmark,
الsovereign wealth funds فالعالم يسوونه, الصفران والفونز في العالم يسوون
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت, اول صندوق سوران والفن في العالم كان صندوق اللي هو الكويت
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته, الأقدمة الكويتي الأقدمة الكويتي مثلا النورجس بانك الاستراتيجية حقته
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم, صندوق واحد passive investment ايش يعني passive يعني يجي يشتري يقول ابغة 5 من public markets اللي موجود في العالم
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, لقينا أنه المملكة أو sovereign wealth fund بحاجة إلى at least six pools of investments
نبغى اول شيء saudi equity اللي هو نملكه الان يعني في الفين وخمس طعش, نبغى اول شيء الصادية التي هو النمر الآن يعني في 2015
هذا one pool, هذا وانفور
second pool is sectors اللي كانت موجودة فالمملكة كثير منها either غير موجودة او dormant, second pool is sectors اللي كانت موجودة في المملكة كثير منها either غير موجودة او dormant
او انها تعبانه either تعبانه لانه مافيه, او انها تعبانة ايضر تعبانة لان ما في
استثمار كامل او regulations ضد تطوير الsectors هذي او ما فيه regulations من الأساس تسمح بالدخول فيها excactly, استثمار كامل او الregulation ضد تطوير السكترز هذه او ما في ريجوليشنز من الاساس للسكترز تسمح بالدخول فيها exactly
الpool الثالث اللي هو الطابع العقاري giga projects, البول الثالث اللي هو اللوع طابع العقاري giga projects
موجود ففكره neom موجود القدية موجود الred sea موجود roshen موجود كل الأشياء هذا فالفكر اللي موجود عنده والرؤية اللي موجودة عنده, موجود فكره نيوم موجود القدية موجود الـ red sea موجود روشن موجود كل أشياء هذا في الفكر اللي موجود عنده والرؤية اللي موجودة عنده
فا سويناها محفظة او pool, فسوينها محفظة أو بطول
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا أول شيء mega ايه mega موجودة فكل مكان أي مشروع كبير, مشاريع الكبرى مشاريع الكبرى geega projects حتى الاسم geega يعني قلنا هو سين ميجا ميجا موجودة في كل مكان أي مشروع كبير
يسمونه mega projects, someone omega project
it s not this is giga this is like an eco system كامل, it s not this is giga this is like an ecosystem كامل
الشيء الثالث اللي هو الreal estate والinfastructure, شيء الثالث اللي هو الريل اسايت والانفرستوركتشور
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين السكتر ديفولوبمنت وبين الا حسب ايش الان يعني هاد من الاشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا البور ولا هذا البور
فهذي الأربعة first أربع محافظ, فهذه الأربعة first أربع محافظ
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, الاستثمار الدولي الأول ما كان عندنا تقريبا لستان 1 5 
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان أكثر politically incentivized investments مثلا في الدول العربية في من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, فكان في عندنا يمكن استثمار واحد اللي هو في بوسكوستيل في كوريا كان في اخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوينا برضو محفاظتان اللي هي ال balanced portfolio اللي هو يستثمر فيه كل شيء
ان كان مع الfund managers, إن كان مع الفند مانجرز
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان في different underlying في private equity في public markets في different instruments of investments
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, هذه أغلبها استثمارات غير مباشرة عبر السوق عبر المدرسة ناديية لا حتى ممكن تكون direct بس ما هي strategic
stratigec invesment اللي هيdirect, strategic investments
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, أو non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s strategic يعني 45 billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, اا في صندوق جيمته مئة مليار اا صوفتبانك نفسهم كانوا حاطين 28 مليار في
blackstone استثمرنا فالبنية التحتية في أمريكا, blackstone استثمرنا في البلية التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, خمسين مليار وحنا حاطين 20 مليار so it s 40 of that fund so هذا تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, على الخارطة العالمية للاستثمار في أوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, ما دوم تفيد لأنه تم نقل الصندوق الاستمرارات العامة من تحت وزارة المالية إلى
so سمو الأمير قال go and find proper offices لكم , سمولامير قال go and find proper offices like them
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, عند رحت هناك كانت تقريبا ما هي جاهزة المدينة الرغمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, في عمارة واحدة فيها اللي جاهزة اللي هي العمارة حق التـ maintenance الصيانة
فقلت ممتاز ok let s take, فقلت متاز okay let s take
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخذينة i remember نص دور
اء region, region
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, وز موفن آوت من هيئة السوق المالية و انا كان يشتغل معي في هيئة السوق المالية
here is what i want هذا ال mandate اللي عندي , here s what i want هذا المندات اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, اودي انك تجي قال لي اوك خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طب ما سألتني وش الراتب وش راتب قال لي خلاص مشكلة جاي فكان من اول اشخاص ترك النويسر same thing كان جايني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, من سمو الأمير أنه نبغى نستثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, فاتكلمت مع ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about ما كان المستوعبين اطلاق ما هم استوعبين
فقلت you know what, فقلت ينوات
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, i m not gonna waste time اتصلت على تركي نفس الشيء في العصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, قلت له here is the thing أبوك تجي مش عارف إيش
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, زي ردت يزيد ردت فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, fine اليوم الثاني ستة الصباح احنا في الطيار رايحين الفرنسيا أنا وتركيا يزيد
يعني هي both of them, يعني he both of them
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالإضافة طبعا السلطان ومحمد they were believers يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, بس they believed and the cause
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, and maybe personally in me بتأكيد سمو الأمير محمد
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, we moved i remember لمبنى الصيانة في المدينة الرقمية خذنا نص دور سواء اول شي خمس مكاتب كانت اغزاز يعني اذكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جيبنا مقاولين خلص خلصنا أول شيء i think خلال اسبوع الخمسة مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا ألف ثمية وشي قريب الألفين شخص نشتغل في صندوق الاتمرات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي هو واحدة الأولى وان اعتقد ان
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صارت في المدينة الرقمية ما كان فيه احد الان الاكوبنسي ريت فيه تقريبا 99 أو 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمارات العامة وبالتأكيد رئاسة سمو الأمير and if it wasn t for him none of this would have happened at all
at all يعني, at all يعني
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لو لا الدعم الموجود والرؤية الموجودة عند سمو الأمير none of this would have happened ولا في 100 سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, المؤشرات قياس الأداة اللي موجودة وموجود فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صارت الاستراتيجية والvisual realization program التي تفضل فيه برنامج تحقيق الرؤية
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجى الأصول اللي موجودة اللي تم نقلها جاسين إحنا نطرحه في السوق معظمها private
assets او private companies, assets our private companies
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدم نخليها جاهزة إنها تدخل للسوق هذلك من المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذي ابو فيصل كتشيرمن بس صندوق نفسه واش اضافته الفلوس اللي جيت من عرامكر جيت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, فهذا العلاقة الصندوق في آرامكو يعني الان اليوم يعتبر صندوق استمرات العامة اكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة المملكة العربية السعيدية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, على مستوى العوائد وينكن أنتم صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, احنا سوانا ايمبيرمنت على ما اعتقد الى 50 مليار من قيماتها
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف واشي الكاشفروز اللي تجي اذا هي ماهب شركة listed
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيم هاي يقول وش ال الكاشفلوز او التدفقات النقدية اللي موجودة منها
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تيجى الترفقات النقدية اللي هي من الـ operations من الـ finance من الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, لازم تحط على صفر في الدفاتر حقيت
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, إحنا نؤثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا البوكس الـaccounting information ما كانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الاشياء اللي بدأنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials
فا it was, فإتواز ب
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي اكثر كداخل خاصة لما بيعنا سابق بس it s cash flows it s not for the income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كداخل احنا الاسبراشنز اللي موجودة الآن انه نوصل بين السبعة الى ثمانية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه going back للbenchmarking exercise اللي سوناها اول شي
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعائد يعني يجينا في شيء اسمه efficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , واللي هي كات 7 الى 8 فيلمة ففي بعض الفانتز
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فلما سونا المحافظة هذه كيف نقدر نوصل للstrategic asset allocation
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, اعتقد السنة هذه أفضل من كل الأسواق العالمية at some stage we were up like 34 versus 18 سوق الامريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, liquidity بدأت ترجع بشكل جدا كبير وباتكلم لك على liquidity من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, إضافة لبعض الاستثمارات الدورية الموجودة عندنا في عندنا سام سيبل انفسمنتز زي اللي موجودة في الصناديق اللي هي في الـ private equity في الـ public markets
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في لوسد لوسد سأثمرنا تقريبا 
one point eight billion dollars وبعدها another maybe two or three hundred million dollars,
at some stage وصلت lucid الى market cap تقريبا ستين مليار, at some stage وصلت lucid الى market cap في تقريبا 60 مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, 2 إلى 60 مليار الشركة كاملة ايه صوحنا نملك إن
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, 85 وبعد ما سوانا الipo صارن نملك حوالي 65 65 حقتنا هذه 40 مثلا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, which is طبعا نعم طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا سنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففي لما تجد كل الاستثمارات هذا الـ and we re very conservative by the way مثلا 
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والأراضي اللي عندنا الآن عندنا أراضي مثلا يوم لحاله كم حوالي 24 ألف كيلومتر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القديدة اللي هي تعتبر من أسر الجيجابروژكت فوق ال كانت ثمانمية والآن فوق الألف
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدو ان تحسبون قيمتها لان هذي جزء ايضا من قيمة المشروع once
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation weegee cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما أنها تشتغل تجاريا أو ينباع جزء منها وقتها هتخسب يمكنني إصر التقييم فهذه لها الـ impact يعني لسة بيصير في عندك جائع هذا مشكل على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لانحن الآن ماشي مع الفارس والطبعا الهائية المحاسبة الهائية السعودية المحاسبة القانونيين
ال الstandards اللي موجودة فا,
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, بالتأكيد we don t over value anything actually we impair things فجدا محافظين ان السيافو حق ناسر سلمان is very conservative
when it s comes لل لل,
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, معايير محاسبية لتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, انت الـ external plus the internal فهذا السبب في الطلوع تقريبا للـ
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا البيلاز حقة الصندوق اللي هي النظام الأساسي للصندوق الاستمرات الأمة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي عطاه المجلس للجان للمحافظ اعلم اوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والـــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خلينا أعطيك مثل مثال إذا نبقى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار ممكن من ثلاثة اشياء either
الإدارة نفسها تقول we wanna invest في الشيء هذا, إدارة نفسها تقول we wanna invest في الشي هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فاعتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الادارة الدورية ان كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تيجي لشي اسمه الـmic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين,مانجمنت انبسمنت كوميته كانت الاول بريعاستي بشكل كامل الان بعد ما صار فيه نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس إذا طلعت التكيت سايز أعلى تجي ليه الماكباستي او الـ mic أو ال management investment committee
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, إذا أعلى المبلغ أعلى تروح لشيء اسمه bic اللي هو board investment committee أو لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سمو ولي العهد and myself who were against that position قول ان هادة فرصة تاريخية نقدر نكسب من موراهة
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, so we went all the way up للملك ففعليا العضاء صوته ضد صوت الرئيس والمحافظ ضد قرار ومشى هذا الامر وصعد إلى
