gt,hyp
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين الساكتور ديفولوبمنت وبين ال على حسب يعني هذا من الاشياء اللي تم النظر فيها داخليا وان تكون المشاريع مثلا في هذا البول ولا هذا البول
فهذي الأربعة first أربع محافظ, فهذه الأربع محافظ
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, واستثمار الدولي الاول ما كان عندنا تقريبا أقرب 10 أقرب 1 5 
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان اكثروا politically incentivized investments مثلا في الدول العربية في من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, كان في عندنا يمكن استثمار واحد اللي هو في بوستقر ستيل في كوريا كان في آخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوين برضو محفظتان اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء
ان كان مع الfund managers, ان كان مع الفند مانجرز
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان في different underlying في private equity في public markets في different instruments of investments
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, هذه أغلب استثمارات غير مباشرة لا حتى ممكن تكون داريكت بس ما هي ستراتيجيك
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, او non direct بس تكون لها طابع استراتيجي مثل زي مثلا softbank vision fund that s strategic يعني 45 billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق قيمته مئة مليار softbank نفسهم كانوا حاطين 28 مليار فيه
blackstone استثمرنا فالبنية التحتية في أمريكا, blackstone استثمرنا في البنية التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, خمسين مليار وحنا حاطلين 20 مليار so it s 40 of that fund so هذا تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, على الخارطة العالمية للاستثمار في أوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, ما دومت في لأنه تم نقل الصندوق الاستمرارات العامة من تحت وزارة المالية إلى
so سمو الأمير قال go and find proper offices لكم , سو اسمه الامير قال go and find proper offices لكم
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, and رحت هنا كانت تقريبا ما هي جاهزة المدينة الرغمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, في عمارة واحدة فيها اللي جاهزة اللي هي العمارة حقية المينتنس الصيانة
فقلت ممتاز ok let s take, فقلت ممتاز okay let s take
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخذينا i remember نص دور
اء region,
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, واز موفن عات من هيئة السوق المالية وانا كان يشتغل معي في هيئة السوق المالية
here is what i want هذا ال mandate اللي عندي , here is what i want هذا الماندية اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي انك تجي قال لي اوكي خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طب ما سألتني واش الراتق واش راتق قال لي خلاص مشكلة جاي فكان من اول اشخاص ترك النويسر same thing كان جايني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, من سموه الامير انه نبغى نستثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, تكلمت مع الـ previous employer حقي السعودي الفرنسي capital وتركيا كان رئيس الاستثمار هناك إدارة الأصول
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about ما كانوا مستوعبين اطلافا ما هم مستوعبين
فقلت you know what, فقلت you know what
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, i m not gonna waste time اصلت على تركي نفس الشاي في العصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, قلت له here s the thing أبو اكتي مش عارف إيش
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, زي ردت يزيد ردت فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, fine اليوم الثاني الساعة 6 الصباح احنا فالطيار رايحين لفرنسيا أنا وتركيا يزيد
يعني هي both of them, يعني he both of them
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالاضافة طبعا السلطان ومحمد they were believers يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, بس they believed in the cause
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, and maybe personally in me بتأكيد بسمو الأمير محمد
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, ويموفد اي رمبر لمبنى الصيانة في المدينة الرقمية خذنا النص دور سواء اول شيء خمس مكاتب كانت اجزاز يعني اذاكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جبنا مقاولين خلص خلصنا اوالشاي i think خلال اسبوع الخمسه مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا الف ثممية وشي قريب الالفين شخص نشتغل في صندوق الاستمرات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي وone of the first tenants and i think
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صارت في المدينة الرقمية ما كان فيها حد الآن الاوكبانس يريدت فيها تقريبا 99 و 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمرات العامة وبالتأكيد برئاسة اسمه الأمير and if it wasn t for him none of this would have happened at all
at all يعني, ات اور يعني
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لولا الدعم الموجود والرأي الموجودة انتمو الأمير none of this would have happened ولا في مئة سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, الـkpi الماشيرات قياس الأداء اللي موجودة موجود فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صارت الاستراتيجية والvisual realization program التي تفضل فيه برنامج تحقيق الرؤية
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجي الأصول اللي موجودة اللي تم نقلها جاسين إحنا نطرحه في السوق معظمها private
assets او private companies, assets أو private companies
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدم نخليها جاهزة إنها تدخل للسوق هذلك قيم المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذه ابو فيصل كشيرمن بس صندوق نفسه واش اضافته الفلوس اللي جيت من ارامكا رجعت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, فهذا العلاقة الصندوق في ارامكو يعني الان اليوم يعتبر صندوق استمرات العامة اكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة الملكة العربية السعيدية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, على مستوى العواعد ويمكن انتم صندوق استثمارات فأهم يعني مؤشر عندكم هو العواد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, سونا امبرمنت على ما أعتقد إلى خمسين مليار من قيمته
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف ووش الكاشفروز اللي تجي إذا هي ماهب شركة لستيد
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيم هيقول وش الكاشفلوز او التدفقات النقدية اللي موجودة منها 
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تجد التفاقات النقدية التي هي من الـ operations ومن الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, you have to impair it لازم تحطها صفر في الدفاتر حقك
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, في الدفاتر حقيقتنا صفر صفر يه فانت لما تيجي يعني احنا نتأثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا ال books accounting information ما كانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الاشياء اللي بدأنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان في اوديتيد فاناشيلز
فا it was,
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي اكثر كداخل خاصة لما بيعنا سابك بس it s cash flows it s not for income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كداخل إحنا الـ aspirations اللي موجودة الآن انو نوصل بين 7 إلى 8 
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه going back للbenchmarking exercise اللي سوناها أول شيء
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعايد يعني جينا في شي اسمه efficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , واللي هكذا 7 8 فين ففي بعض الفانس
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فإتس لما سوينا المحافظة هذه كيف نقدر نوصل للstrategy asset allocation 
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, أعتقد السنة هذه أفضل من كل الأسواق العالمية at some stage we were up like 34 versus 18 سوق الامريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, الكودتي بدأت ترجع بشكل جدا كبير وبتكلم لك على الكودتي من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, اضافة اللي بعض الاستثمارات الدورية الموجودة عندنا في عندنا some stable investments زي اللي موجودة في الصناديق اللي هي في ال private equity في public markets
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في lucid lucid ستمرنا تقريبا
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, 1 8 billion dollars وبعدها another maybe two or three hundred million dollars
at some stage وصلت lucid الى market cap تقريبا ستين مليار, at some stage وصلت لوسيد إلى market cap تقريبا 60 مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, من الثنين الى 60 مليار الشركة كاملة
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, اه 85 وبعد ما سواء الاي بي او صارنا نملك حوالي 65 65 حقتنا هذي 40 وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار الى 40 تخفو ستسفرونها طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا السنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففي لما تجمع كل الاستثمارات هذا and we re very conservative by the way مثلا
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والأراضي اللي عندنا الآن عندنا أراضي مثلا يوم لحالها كم حوالي 24000 كيلومتر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من أسر الجيجا بروژيكت فوق كانت 800 والآن فوق الألف
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدأ ان تحسبون قيمة هلان هذا الجزء من قيمة المشروع once
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation with gfe cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما انها تشتغل تجاريا أو ينباع جزء منها وقتها هتخسب يبدأ يصير التقييم فهذه لها الـ impact يعني لسه بيصير في عندك جاء كامل هذا مواش على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين,is وطبعا الهيئة المحاسبة الهيئة السعودية المحاسبة القانونيين
ال الstandards اللي موجودة فا, الساندرز اللي موجودة فا
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, بالتأكيد we don t overvalue anything actually we impair things فجد ا محافظين من السيوفو حقنا ياسر سلمان is very conservative
when it s comes لل لل,
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, لتقييم الاصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل,إنت الإكسترنال بلس دي إنترنالفهذا السبب في الطلوع تقريبا لل
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا البيوليز حقه الصندوق اللي هي النظام الأساسي للصندوق الإستمرات العامة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعد الصلاحيات اللي أعطاه المجلس للجان للمحافظ اهلا اوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والgo down
now خلينا نعطيك مثال اذا نبغى نبتدي, ناو خليني أعطيك مثل مثال إذا نبغى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار من كمن ثلاثة اغاشية either
الإدارة نفسها تقول we wanna invest في الشيء هذا, إدارة نفسها تقول we wanna invest في الشي هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فأعتم دراستها مبدئيا على مستوى الفريغ اللي موجود مثلا في الإدارة الدورية إن كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تجي لشي يسمى الmic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, مانجمنت انفسمنت كوميتي كانت الأول برعاسة بالشكل كامل الآن بعد ما صار في نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس اذا طلعت التكت سايز اعلى تيجي لي الماكباستي از الmic أو المانجمينت انفسمنت كوميته
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, إذا أعلى المبلغ أعلى تروح لشيء اسمه البي آي سي اللي هو البورد انفستمنت كوميتي أو لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سمو ولي العهد and myself we were against that position نقول إنه هادا فرصة تاريخية إنه نقدر نكسب من موراه
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, so we went all the way up للملك ففعليا العضاء صوته ضد صوت الرئيس والمحافظ ضد قرار ومشى هذا الامر وسعد الى
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, and that s one of the qualities اللي ما هي موجودة ما اعتقد موجودة في أي وشكل
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, يومي نكون بلايس المجنس هذا طبعا that s one extreme example في examples كثيرة كانت موجودة أنه
تتغير القناعات هذي because we show them show him, تتغير القناعات هذه because we show them
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, اللي موجودة اللي هي تقول انه هذا قرار استثماري سليم أو هذا قرار استثماري غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, اوه تفايز بيلي جود يعني دخلنا تقريبا كنت حوالي اذا ما كنت غلطان
قريب الأربعين بالمية فيها دولار فا it was خلال, فتوجد فيها
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth, خلال فترة الاشر الاولية حنا اللي كلهم متوقعين tell you the truth
تكون الrecovery as w shape ولا u shape, تكون الركابري هل يو شايب ولا يو شايب 
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, واحتمال بسيط انه تكون في شاب إنه ينزل ويطلئ
فكانت عندنا إحنا الprovision نبغى نشتري بثمانين مليار, فكانت عندنا احنا البروفيجن نبغى نشتري بثمانين مليار
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to deploy المبلغ كامل للاسف, وما نازل ارتت فجاء عائد سريع فجاء عائد سريع ما قدرنا تديبلوي المبلغ كامل للأسف
وبعدين that s a funny thing العالم كله كان يتكلم على الدخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول, بعدين العالم كله كان يتكلم على دخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول
فال مع النزول هذا فكان i think ال ال effect للطلوع هذا, مع النزول هذا فكان i think الأفكت الطلوع هذا
من أساسه اللي هو الدخول حقنا cods because we had to disclose كانوا معظم الشركات كنا نطلع فوق الخمسة بالمية لازم تفصح قريب we have to disclose it, من أساسه هو دخول حقنا good because we had to disclose يعني مظام الشركات كان نطلع فوق 5 طيب انتصف we have to disclose it
