gt,hyp
رحت للديوان and it wasnt للصندوق الاستثمارات العامة, رحت للديوان أنا توازنت للا صندوق الاستمارات الأهمة
i was brought in على شان التأسيس مركز اتخاذ دعم القرار, i was brought in علشان تأسيس مركز اتخاذ دعم القرار
كانت فكرة سمو الأمير انه معظم القرارات اللي تكون موجودة based على الopinion على الرأي, كانت فكرة سمو الأمير أنه معظم القرارات التي تكون موجودة باست على الأبنين على الرأي
وليست based على الأدلة او الevidence, وليست based على الادلة او ال evidence
فا عطانا الرؤية حقته وسألته يعني انا ما ما اشتغلت ايش علاقة banker في مركز دعم اتخاذ القرار فقال لأنه الbankers, فعطان الرؤية حقته وسألت يعني أنا ما شغلت فيه هش علاقة بانكر في مركز داخل خذقرا فقالي لأن البانكرس
ما يستخدموا فقط الرأي انه my gut feeling انه to go and buy this ولا سوا كذا, ما يستخدم فقط الرأي my gut feeling to go and buy this والله سوي كبه
السعودي الفرنسي capital معروف يعني كان الأول ما أحد يعرفه, السعود الفرنسي capital معروف يعني كان اول ما احد يعرفه
وسوينا فيها كمان يعني الdeals, و سوانا فيها كمان يعني deals
فا كنا access نعطي access للclients حقينا, فكنا نعطي اكسز للـ clients حقينا
لأنه يدخلوا مثلا مع black rock مع كل ال اء, انه يدخل مثلا مع blackrock مع كل
كان بالنسبة ibos قبلها ال كان سوق الأسهم,
الظاهر سبعين شركة يوم طلعت كان مية وأربعين شركة so double dub القيمة السوقية كمان كبرت, واحد سبعين شركة يوم طلعت كان مية واربعين شركة دابل داب القيمة السوقية كمان كبرت
كنت كمان المسؤول عن الmna activities اللي هي الاندماج و الاستحواذ الاستحواذ كنت مسؤول عن, كنت كمان مسؤول عن الـ m a activities اللي هي الاندماج والاستحواذ كنت مسؤول عن
يعني زي ال reits اللي هي الصناديق العقارية كانت معي كان معي برضو, يعني زي الريتس اللي هي السنديق الاعتارية كان معي برضو
اء ال accessibility للمستثمرين الأجانب فالسوق السعودي, للمستثمرين الأجانب في السوق السعودي
اء يعني كان بالنسبة للsystems وكيف تسويها او الprocesses ومن الكلام ذا, إن كان بالنسبة للـ systems وكيف تسويها والبروسيس ومن الكلام ذه
so بعد شهر من بداياتي مع ال مع الديوان, سو بعد شهر من بدايتي مع الـd1
لكن وفالقروض وفي أشياء كثيرة من النواحي التنموية وليست كا sovereign wealth fund, لكن في القروض وفيه أشياء كثيرة من النواحي التنموية وليست كـ sovereign wealth fund
فقلت له ok تكلمت مع اء هيئة السوق المالية قلت لهم عطوني ال اء أسماء, فقلت له اوكي تكلمت مع الهيئة السوق المالية قلت لهم يعطوني الأسماء
وجبت يعني جبت الأسماء كاملة والملفات and everything, وجبت يعني جبت الأسماء كاملة والملفات and everything
و i was going through the names يعني و name by name فا ما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني, و i was going through the names يعني name by name فما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني
and we were going through everything وش كان وش كان محتوى هذاك الاجتماع ال اء المحتوى حطينا يعني الblueprint, واش كان محتوى ذلك الاجتماعي المحتوى حاطينا البلوبرينت
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, الان وش كانت رؤيته في ذيك اللحظة هل نتحدث عن 2015 سمو الأمير يعتمد على المعلومات أكثر من الرأي
so اول شيء سويناه,
فحص كامل diagnostic,
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد, اشي الـ pros cons الاشياء اللي نسويها الا الشياء اللي ما نسويا هذا رقم واحد
رقم اثنين benchmark,
الsovereign wealth funds فالعالم يسوونه, الصوفران والفونز في العالم يسوون
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت, صو اول صندوق سورة موضفان في العالم كان صندوق اللي هو الكويت
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته, الاقدم الكويتى مثل النرجس بانك الستراتيجية حقته
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم, يش يعني passive يعني يجي يشتري يقول ابغى 5 من public markets اللي موجودة في العالم
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, لقينا ان المملكة أو sovereign wealth fund بحاجة الى at least six pools of investments
نبغى اول شيء saudi equity اللي هو نملكه الان يعني في الفين وخمس طعش, نبغى اول شيء السادة ايكوتي اللي هو نمرك الآن يعني في 2015
هذا one pool, هذا وانبور
second pool is sectors اللي كانت موجودة فالمملكة كثير منها either غير موجودة او dormant, second pool is sectors اللي كانت موجودة في المملكة كثير منها either غير موجودة او dormant
او انها تعبانه either تعبانه لانه مافيه, أو أنها تعبانة أيضا تعبانة لأنه مافي
استثمار كامل او regulations ضد تطوير الsectors هذي او ما فيه regulations من الأساس تسمح بالدخول فيها excactly, استثمار كامل أو regulations ضد تطوير sectors هذه أو ما في regulations من الأساس للsectors تسمح بالدخول فيها exactly
الpool الثالث اللي هو الطابع العقاري giga projects, البول الثالث اللي هو اللوع طابع العقاري giga projects
موجود ففكره neom موجود القدية موجود الred sea موجود roshen موجود كل الأشياء هذا فالفكر اللي موجود عنده والرؤية اللي موجودة عنده, موجود فكره نيوم موجود القديية موجود الريتسي موجود روشن موجود كل أشياء هذا في الفكر اللي موجود عنده والرؤيا اللي موجودة عنده
فا سويناها محفظة او pool, فسويناها محفظة أو بطول
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا أول شيء mega ايه mega موجودة فكل مكان أي مشروع كبير, مشاريع الكبرى شريع الكبرى حيث الاسم موجودة اي مشروع كبير
يسمونه mega projects,
it s not this is giga this is like an eco system كامل, it s not this is geiga this is like an ecosystem kernel
الشيء الثالث اللي هو الreal estate والinfastructure, شيء الثالث اللي هو الريل استيت والإنفرسوكشور
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين الساكتور ديفولوبمنت وبين الا حسب إش الـ يعني هذ من الأشياء اللي تم النظر فيها داخليا وان تكون المشاريع مثلا في هذا البول ولا هذا البول
فهذي الأربعة first أربع محافظ, فهذه الأربع محافظة
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, واستثمار الدولي الاول ماكان عندنا تقيبا less than one and a half percent
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان اكثر politically incentivized investments مثلا في الدول العربية من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, فكان في عندنا يمكن استثمار واحد اللي هو في بوستكو ستيل في كوريا كان في آخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوينا برضو محفظتين اللي هي البالنسد بورتوفوليو اللي هو يستثمر في كل شيء
ان كان مع الfund managers, إن كان مع الفند ماناجرس
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان في different underlying في private equity في public markets في different instruments of investments
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, فهذه أغلبها استثمارات غير مباشرة عبر السوق عبر المدرسة نادي لا حتى ممكن تكون داريكت بس ما هي ستريتيجيك
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s strategic يعني 45 billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق gametope 100 مليار softbank كانوا حاطين 28 مليار فيه
blackstone استثمرنا فالبنية التحتية في أمريكا, blackstone استثمرنا في البلية التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, وحن حاطين 20 مليار so it s 40 of that fund so هذا تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, على الخارطة العالمية للاستثمار في اوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, ما دوم شيء tell you the truth لان تم نقل الصندوق الاستمرار العام من تحت وزارة المالية الى
so سمو الأمير قال go and find proper offices لكم , إذا اسمه الأمير قال اذهب ونجد عملية حالاتهم
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, and رحت احنا كانت تقريبا ما هي جاهزة المدينة الرقمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, في عمارة واحدة فيها اللي جاهزه اللي هي العمارة حقه المينتنس الصيانه
فقلت ممتاز ok let s take, فقلت متاز أوكي let s take
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخذينا i remember نصف دور
اء region,
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, وانا كان يشتغل معي في هائة السوق المالية
here is what i want هذا ال mandate اللي عندي , here is what i want هذا الماندعت اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي إنك تيجي قال لي أوكي خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طب ما سألتني وش الراتب ووش راتب قال لي خلاص مشكلة جاي فكان من أول أشخاص ترك النواسر كان جاييني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, من سمو الامير انه نبغى نستثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, فاتكلمت مع الـ previous employer حقي السعودي الفرنسي capital وتركيا كان رئيس الاستثماره هناك الادارة الاصول
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about ما كان المستوعبين إطلاقا ما هم سوربين
فقلت you know what, فقلت you know what 
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, اتصلت على تركيا نفس الشاي في العصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, بالترى here is the thing ابواك تجي مش عرف ايش
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, تاليفاين زي ردت يزيد ردت فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, اليوم الثاني ساعة 6 الصباح احنا في الطيار رايحين الفرنسية أنا وتركيا يزيد
يعني هي both of them, يعني بثهم
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالإضافة طبعا السلطان ومحمد they were believers يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, بس تاي believed in the cause
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, and maybe personally in me بالتأكيد سموه لمير محمد
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, i remember لمبنى الصيانة في المدينة الرقمية خذنا نص دور سواءنا أول شيء خمسة مكاتب كانت إجزاز يعني اذاكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جيبنا مقاولين بخلص خلصنا اول شيء i think خلال اسبوع الخمسة مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا الف ثمية وشي قريب الافين شخص نشتغل في صندوق الاستمرارات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي هو one of the first tenants and i think
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صارت في المدينة الرقمية ما كان فيها احد الان الاوكبنس يريت فيها تقريبا 99 أو 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمرات العامة وبالتأكيد برئاسة اسمه الامير and if it wasn t for him none of this would have happened at all
at all يعني,
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لولا الدعم اللي موجود والرؤية اللي موجودة انتمو الأمير none of this would have happened ولا في مائة سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, الكيبيايز الماشرات قياس العداء اللي موجوده موجود فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صارت الاستراتيجية والـ visual realization program اللي تفضلت في برنامج تحقيق الرؤية
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجى الأصول اللي موجودة اللي تم نقلها جاسين إحنا نطرحه في السوق معظمها برابيت آآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآ
assets او private companies, assets or private companies
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدم نخليها جاهزة انها تدخل للسوق صغيرة فاقمة مضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذي أبو فيصل كتشيرمن بس الصندوق نفسه واش اضافته الفلوس اللي جات من عرامكا رجعت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, هذا العلاقة الصندوق في رامكو يعني الان اليوم يعتبر صندوق الاستمرات العامة اكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة المملكة العربية السعودية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, so هنا وعلى مستوى العوائد وينكن أنت صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, إحنا وي سوانا امبيرمنت على ما أعتقد إلى 50 مليار من قيمته
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف كاش الكاش في راز اللي تجي إذا هي ماهيب شركة listed 
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيم هيقول وش الكاشفلوز أو التدفقات النقدية اللي موجودة منها
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تجد التفقات النقدية التي هي من الـ operations ومن الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, لازم تحط على صفر في الدفاتر حقيت
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, في الدفاتر حقتنا صفر صفر يه فانت لما تيجي يعني إحنا تأثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا البوكس الاكاونت information ما كانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الأشياء اللي بدأنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان في audited financials
فا it was,
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفيه بعض السنوات يجي أكثر كداخل خاصة لما بيعنا السابق بس it s cash flows it s not for the income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كدخل احنا الاسبراشنز اللي موجودة الآن انه نوصل بين السبعة الى ثمانية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهاذي going back للbenchmarking exercise اللي سونا اول شيء
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعايد يعني جينا فيه شي يسمو الـ efficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , واللي هي كانت 7 الى 8 في المنزل ففي بعض الفونس
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فإنما سوينا المحافظة هذي كيف نقدر نوصل للـ strategic asset allocation
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, أعتقد السنة هذه أفضل من كل الأسواق العالمية at some stage we were up like 34 versus 18 سوق الامريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, بدأت ترجح بشكل جدا كبير وباتكلم لك على الليكويديتي من اسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, إضافة لبعض الاستثمارات الدورية الموجودة عندنا في عندنا سام سيبل انفسمنتز زي اللي موجودة في الصناديق اللي هي في الـ private equity في البوبلك ماركيتس
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في لوسد لوسد سأثمرنا تقريبا 
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, 1 8 مليون دولار وبعدها another maybe two or three hundred مليون دولار
at some stage وصلت lucid الى market cap تقريبا ستين مليار, at some stage وصلت lucid الى market cap تقريبا 60 مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, سنين الى 60 مليار الشركة كاملة
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, اا 85 وبعد ما سواءنا الاي بي او صارنا نملك حوالى 65 65 حقتنا هذي 40 مثلا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار الى 40 يعم تاخدون فروسي تفلس تتسفنوا لها طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا السنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, في لما تجمع كل الاستثمارات هذا and we re very conservative by the way مثلا
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والأراضي اللي عندنا الآن عندنا أراضي مثلا يوم لحالها كم حوالي 24 ألف كيلو متر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من أسر الـ giga projects فوق الـ 800 والآن فوق الـ 1000
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدو ان تحسبون قيمته لان هذه الجزء ايضا من قيمة البشروع once
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation وجي في cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما أنها تشتغل تجاريا أو ينباع جزء منها وقتها حتى تخسب يبدأ صور التقييم فهذه لها الـ impact يعني لسا بيصر في عندك جاء كامل هذا مشكل على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لأننا الآن نمشي مع ifrs وطبعا الهيئة المحاسبة الهيئة السعودية المحاسبة والطانونيين
ال الstandards اللي موجودة فا,
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, بالتأكيد we don t overvalue anything actually we impair things فجد ا محافظين من السيوف الحاجة ناسر سلمان is very conservative
when it s comes لل لل,
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, معايير الحاسبيين للتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, الإكسترنال plus الإنترنال فهذا السبب في الطلوع تقريبا لل
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا البايولوز حقا للصندوق اللي هي النظام الأساسي لصندوق لاستمرات العامة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي اعطاه المجلس للجان للمحافظ آمن أوكي أوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والgo down
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خلينا أعطيك مثل مثال إذا نبغى نبدأ
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار من ثلاثة أشياء either
الإدارة نفسها تقول we wanna invest في الشيء هذا, إدارة نفسها تقول we wanna invest في الشي هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فاعتم دراستها مبدئيا على مستوى الفريغ اللي موجود مثلا في الإدارة الدورية إن كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تيجي لشي اسمه management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, management investment committee كانت الاول برياستي بالشكل كامل الان بعد ما صار فيه نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس إذا طلعت التكت سائز أعلى تجي لي المعقباتي as الـ mic
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, إذا أعلى المبلغ أعلى تروح لي شيء اسمه البي آي سي اللي هو ال board investment committee أو لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سمو ولي العهد and myself we were against that position نقول انه هاد فرصة تاريخية ان نقدر نقسب من وراها
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, ففعليا العضاء صوتوا ضد صوت الرئيس والمحافظ ضد قرار ومشى هذا الامر وسعد الى
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, and that s one of the qualities اللي ما هي موجودة ما أعتقد موجودة في أي
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, يكون برايس المجلس هذا طبعا that s one extreme example في examples كثيرة كانت موجودة أنه
تتغير القناعات هذي because we show them show him, تتغير قناعة هذه because we showed them show him
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, الإفدنس اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم أو هذا قرار السلامي استثماري غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, oh it was really good يعني دخلنا تقريبا كنت حوالي اذا ما كنت غلطان
قريب الأربعين بالمية فيها دولار فا it was خلال, قريب الـ 40 بالمئة فيها دولار فتوجه فيها
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth, خلال فترة الأشر الأولية لأنه حين اللي كن المتوقعين تقولوا the truth
تكون الrecovery as w shape ولا u shape, تكون الركابري as a w shape ولا u shape
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, واحتمال بسيطة أنه تكون v ship إنه ينزل ويطلع
فكانت عندنا إحنا الprovision نبغى نشتري بثمانين مليار, فكانت عندنا احنا البروفيجن نبغى نشتري بـ 80 مليار
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to deploy المبلغ كامل للاسف, وما نازل ارتت فجاء عائد سريع ما قدرنا تديبلوي المبلغ كامل للأسف
وبعدين that s a funny thing العالم كله كان يتكلم على الدخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول, بعدين that s a funny thing العالم كله كان يتكلم على دخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول
فال مع النزول هذا فكان i think ال ال effect للطلوع هذا, في الماء النزول هذا فكان i think الايفكت للطلوع هذا
