gt,hyp
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فإنما سونا المحافظة هذي كيف نقدر نوصل للـ strategic asset allocation
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, اعتقد السنة هذه أفضل من كل الأسواق العالمية at some stage we were up like 34 versus 18 سوق الامريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, liquidity بدأت ترجع بشكل جدا كبير وباتكلم لك على liquidity من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, إضافة لبعض الاستثمارات الدورية الموجودة عندنا في عندنا سابل انفسments زي الموجودة في الصناديق اللي هي في الـprivate equity في البوبلك ماركت
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا 
one point eight billion dollars وبعدها another maybe two or three hundred million dollars,
at some stage وصلت lucid الى market cap تقريبا ستين مليار,
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, من 2 إلى 60 مليار الشركة كاملة اي صحنا نملك
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, وبعد ما سواء الاي بي او صارنا نعملك حوالي 65 65 حقتنا هذه وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار الى 40 يعم تاخذ فروسي تفرونها طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا سنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففي لما تجمع كل الاستثمارات هذا ال and we re very conservative by the way مثلا
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والأراضي اللي عندنا الآن عندنا أراضي مثلا يوم لحالها كم حوالي 24000 كيلومتر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من اسر الـ giga projects كانت 800 والان فوق الالف
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, ماذا تبدو ان تحسبون قيمة هذا لأنه هذي جزء ايضا من قيمة المشرون أماما 
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation we do fee cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما أنها تشتغل تجاريا أو ينباع جزء منها وقتها حتى خسب فهذه لا هالـ impact يعني لسة بيصر في عندك جاكر هذا ما اشر على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لان احنا الان ماشين مع الفارس وطبعا الهائة المحاسبة الهائة السعودية المحاسبة القانونيين
ال الstandards اللي موجودة فا, الساندرز اللي موجودة ف
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, بالتأكيد we don t overvalue anything actually we impair things فجدا محافظين يعني السيافة الحقيقة ناسر السلمان is very conservative
when it s comes لل لل, when it comes للـ
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, لتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, الإكسترنال plus the internal فهذا السبب في الطلوع تقريبا للـ
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا الباي لوز حقا الصندوق اللي هي النظام الاساسي للصندوق لإستمرات الأمة هذا الشيء الاساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي عطاه المجلس للجان للمحافظ اهلا اوكي اوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والgo down
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خلينا يعطيك مثال إذا نبغى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار من ثلاثة اشعة ايضر
الإدارة نفسها تقول we wanna invest في الشيء هذا, إدارة نفسها تقول we wanna invest في شيء هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فاعتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الادارة الدولية إن كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تيجي لشاي اسمه الmic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, كانت الاول بريعاسي بشكل كامل الان بعدما صار في نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس اذا طلعت التيكت سايز اعلى تجي لي الماكباستي as الـ mic أو الـ management investment committee
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, إذا أعلى المبلغ أعلى تروح لشيء اسمه البي آي سي اللي هو الـ board investment committee أو لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سموا ولي العهد and myself نقوم بعمل هذه المنطقة نقول إنه هذي فرصة تاريخية إنه نقدر نكسب من وراها
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, so we went all the way up للملك ففعليا العضاء صوتوا ضد صوت الرئيس والمحافظ ومشى هذا الأمر وسعد إلى
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, and that s one of the qualities اللي ما هي موجودة ما اعتقد موجودة في أي
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, هذا طبعا that s one extreme example في examples كثيرة كانت موجودة أنه
تتغير القناعات هذي because we show them show him, تتغي ل القناعة هذه because we show them saw him
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, اللي موجودة اللي هي تقول انه هذا قرار استثمار سليم او هذا قرار استثمار غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, oh it was really good يعني دخلنا تقريبا كنت حوالي إذا ما كانت غلطان
قريب الأربعين بالمية فيها دولار فا it was خلال, قريب ال40 فيها دولار فاتفاج فيه
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth, خلال فترة الاشهر الاولية لانه حنا اللي كلهم متوقعين tell you the truth
تكون الrecovery as w shape ولا u shape, تكون الركافوري as w shape ولا u shape
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, واحتمال بسيطة انه تكون فيشاب انه ينزل ويطلع
فكانت عندنا إحنا الprovision نبغى نشتري بثمانين مليار, فكانت عندنا احنا البروفيزن نبغى نشتري بثمانين مليار
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to deploy المبلغ كامل للاسف, وما نزل ارتدت فجاء عائد سريع فجاء عائد سريع ما قدرنا تدبلوي المبلغ كامل للأسف
وبعدين that s a funny thing العالم كله كان يتكلم على الدخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول, بعدين العالم كله كان يتكلم على دخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول
فال مع النزول هذا فكان i think ال ال effect للطلوع هذا, فكان i think الـ effect الطلوع هذا
