gt,hyp
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, هل نتكلم عن 2015 آآه 2015 again سمو الأمير يعتمد على المعلومات أكثر من رأيي
so اول شيء سويناه, so أول شيء سونا
فحص كامل diagnostic, فحص كامل diagnostic
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد, اي شي الـ pros cons الأشياء اللي نسويها الأشياء اللي ما نسوية هذا رقمعي
رقم اثنين benchmark, راك مثنين بنشمارك
الsovereign wealth funds فالعالم يسوونه,
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت, اول صندوق سورن وظفن في العالم كان صندوق اللي هو الكويت
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته, النورجس بانك الاقدم الكويتي الاقدم الكويتي مثلا النورجس بانك الاستراتيجية حقته
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم, صندوق واحد passive investment ايش يعني passive يعني يجي يشتري يقول ابغى 5 من public markets اللي موجودة في العالم
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, لقنا إنه المملكة أو sovereign wealth fund بحاجة إلى at least six pools of investments
نبغى اول شيء saudi equity اللي هو نملكه الان يعني في الفين وخمس طعش, نبغى اول شيء السادة اكوتي اللي هو نمرك الان يعني في 2015
هذا one pool,
second pool is sectors اللي كانت موجودة فالمملكة كثير منها either غير موجودة او dormant, second pool is sectors اللي كانت موجودة في المملكة كثير منها either غير موجودة أو dormant
او انها تعبانه either تعبانه لانه مافيه, أو إنها تعبانة أيضا تعبانة لأنه ما فيه
استثمار كامل او regulations ضد تطوير الsectors هذي او ما فيه regulations من الأساس تسمح بالدخول فيها excactly, استثمار كامل أو regulations ضد تطوير السكتورز هذه أو ما فيه regulations من الأساس للسكتورز تسمح بالدخول فيها exactly
الpool الثالث اللي هو الطابع العقاري giga projects, البول الثالث اللي هو اللوع الطابع العقاري giga projects
موجود ففكره neom موجود القدية موجود الred sea موجود roshen موجود كل الأشياء هذا فالفكر اللي موجود عنده والرؤية اللي موجودة عنده, موجود فكره نيوم موجود القدية موجود الريتسي موجود روشن موجود كل أشياء هذا في الفكر اللي موجود عنده والرؤية اللي موجودة عنده
فا سويناها محفظة او pool, فسوان على محفظة أو بطول
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا أول شيء mega ايه mega موجودة فكل مكان أي مشروع كبير, مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا او سين ميجا موجودة في كل مكان أي مشروع كبير
يسمونه mega projects, تسمونه mega project
it s not this is giga this is like an eco system كامل, it s not this is giga this is like an ecosystem كامل
الشيء الثالث اللي هو الreal estate والinfastructure,
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين ال sector development وبين الا حسب ايش ال يعني هذا من الاشعاء اللي تم النظر فيها داخليا وان تكون المشاريع مثلا في هذا البول ولا هذا البول
فهذي الأربعة first أربع محافظ, فهذه الأربعة first أربع محافظ
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, الاول ما كان عندنا تقريبا less than one and a half percent
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان اكثر politically incentivized investments مثلا في الدول العربية من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, فكان في عندنا يمكن استثمار واحد اللي هو في بوسكوستيل في كوريا كان في آخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوينوا برضو محفظتان اللي هي الbalanced portfolio اللي هو يستثمر فيه كل شيء
ان كان مع الfund managers,
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان في different underlying في private equity في public markets في different instruments of investments
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, فهذه أغلب استثمارات غير مباشرة عبر السوق عبر المدرسة نادي لا حتى ممكن تكون داريكت بس ما هي ستراتيجيك
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, او نان دايریکت بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s strategic يعني 45 billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق قيمته 100 مليار softbank نفسهم كانوا حاطين 28 مليار fee
blackstone استثمرنا فالبنية التحتية في أمريكا, بلاكستون استثمرنا في البنية التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, خمسين مليار واحنا حاطين 20 مليار so it s 40 of that fund so هذو تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, على الخارطة العالمية للإستثمار في أوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, ما دومت فيه لأنه تم نقل الصندوق الاستمارات العامة من تحت وزارة المالية إلى
so سمو الأمير قال go and find proper offices لكم , سو اسمول امير قال go and find proper offices لكم
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, and رحت هنا كانت تقريبا ما هي جاهزة المدينة الراغمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, في عمارة واحدة فيها اللي جاهزة اللي هي العمارة حقة المينتنس الصيانة
فقلت ممتاز ok let s take, فقلت متاز أوكي let s take
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخدينا i remember نصدور
اء region, آآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآ
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, was moving out من هيئة السوق المالية وان كان يشتغل معي في هيئة السوق المالية
here is what i want هذا ال mandate اللي عندي , here s what i want هذا الماندعي اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي نكتجي قال لي اوكي خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طيب ما سألتني واش الراتب واش راه دي قال لي خلاص مشكلة جاي فكان من اول اشخاص ترك النويستر same thing كان جاييني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, من سموه الأمير انه نبغى نستثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, فاتكلمت مع ال previous employer حقي السعود الفرنسي capital وتركيا كان رئيس الاستثمار هناك لإدارة الأصول
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about ما كان المستعبين اطلاقا مهم استعبين
فقلت you know what, فقلت you know what s
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, تصلت على تركي نفس الشاي في العصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, قلت له here is the thing أبوارك تيجي مش عرف إيش
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, زي ردت يزيد ردت فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, إحنا في الطيار رايحين الفرنسية أنا وتركيا يزيد
يعني هي both of them, يعني he both of them
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالاضافة طبعا السلطان ومحند they were believers يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, بس دي بلید ان دي قوز 
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, and maybe personally in me بالتأكيد بسمو الامير محمد
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, we moved i remember لمبنى الصيانة في المدينة الرقمية خذنا النص دور سواء اول شيء خمس مكاتب كانت اجاز يعني اذاكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب,جبنا مقاولينخلص خلصنا اول شيi think خلال اسبوعخمسة مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا ألف ثمية وشي قريب الألفين شخص نشتغل في صندوق الاتمرات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي هو one of the first tenants and i think
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صارت في المدينة الرقمية ما كان فيها حد الآن الاوكوبانس يرأيت فيها تقريبا 99 و 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمارات العامة وبالتأكيد برئاسة السمو الأمير and if it wasn t for him none of this would have happened at all
at all يعني,
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لو لا الدعم الموجود والرؤية الموجودة انتمو الأمير none of this would have happened ولا في مئة سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, الماشرات قياس الأداء اللي موجودة موجود فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صارت الاستراتيجية والvision realization program التي تفضل في برنامج تحقيق الرؤية
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجى الاصول اللي موجودة اللي تم نقلها جاسين احنا نطرح في السوق معظمها برابيت اااا
assets او private companies, assets or private companies
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدر منخليها جاهزة انها تدخل للسود هذا فتقيم المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذي أبو فيصل كتشيرمن بس الصندوق نفسه اشي ضافته الفلوس اللي جات من أرامكر رجعت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, يعني الان اليوم يعتبر صندوق السمارات العامة اكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة المملكة العربية السعادية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, على مستوى العواعد وينكن أنتم صندوق استثمارات فأهم يعني مؤشر عندكم هو العواعد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, احنا سوانا ايما أعتقد الى 50 مليار من قيمته
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف كيف هو الكاشف رؤية التي تجي إذا هي ما هي بشركة لستيد
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيمها يقول وش الكاشفلوز او التدفقات النقدية اللي موجودة منها
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تجد التلفقات النقدية التي هي من الـ operations ومن الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, لازم تحطها صفر فى الدفاتر حقيت
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, فالدفاتر حقيتنا صفر ترى صفر يا فانت لما تيجي يعني احنا تأثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا البوكس الاخانة المكانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الاشياء اللي بدنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان في اوديتد فاناشلز
فا it was,
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي أكثر كداخل خاصة اللي ما بيعنا سابك بس it s cash flows it s not for the income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كداخل احنا الaspirations اللي موجودة الآن انو نوصل بين السبعة الى ثمانية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه going back للbenchmarking exercise اللي سواناها أول شيء
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعائد يعني جينا في شي يسمه الـ efficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , ففي بعض الفانس
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فإتس لما سونا المحافظة هذي كيف نقدر نوصل للـ strategic asset allocation
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, اعتقد السنة هذي افضل من كل الاسواق العالمية at some stage we were up like 34 versus 18 سوق الامريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, liquidity بدأت ترجع بشكل جدا كبير وبتكلم لك على liquidity من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, بعض الاستثمارات الدورية الموجودة عندنا في عندنا سام سيبل انفسمنتز زي اللي موجودة في الصناديق اللي هي في الـ private equity في الـ public markets
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في لوسد لوسد ستمرنا تقريبا
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, وبعدها another maybe two or three hundred million dollars
at some stage وصلت lucid الى market cap تقريبا ستين مليار, at some stage وصلت لوسيد الى market cap تقريبا 60 مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, الشركة كاملة ايه
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, 85 وبعد ما سوانا الipo صارنا نملك حوالي 65 65 حقتنا هذه 40 مثلا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار الى 40 يعم تاخدون فروسي تفرسة تثمرونا طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا سنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففيه لما تجمع كل الاستثمارات هذا الـ and we re very conservative by the way مثلا 
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا يوم لحاله كم حوالي 24 ألف كيلومتر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من اسر الـ giga projects كانت ثمن مئة والان فوق الألف
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدأ ان تحسبون قيمة هل لان هذه الجزء أيضا ما قيمة المشروع اه once
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation we do fee cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما أنها تشتغل تجاريا أو ينباع جزء منها وقتها هتحسب فهذه لها الامباكت يعني لسه بيصير في عندك جرقة هذا موشع على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لأننا إحنا الآن ماشيين مع الـ ifrs وطبعا الهاية المحاسبة الهاية السعودية المحاسبية القانونيين
ال الstandards اللي موجودة فا, اللي موجودة فـ
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative,
when it s comes لل لل,
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, للتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, الاخرى و الانترنال فهذا السبب في الطروع تقريبا
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا البيلوز حق الصندوق اللي هي النظام الأساسي للصندوق الاستمارات العامة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعد هالصلاحيات اللي عطاها المجلس للليجان للمحافظة انا اوكاي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والgo down
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خلينا أعطيك مثل مثال إذا نبغى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار من ثلاثة أشياء
الإدارة نفسها تقول we wanna invest في الشيء هذا, الإدارة نفسها تقول we wanna invest في الشي هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فأيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الإدارة الدورية إن كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تيجي لشي يسمى الـ mic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, management investment committee كانت الأول برياسي بشكل كامل الآن بعد ما صار في نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس اذا طلعت التكت سايز اعلى تيجي ليه in my capacity as mic
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, اذا اعلى المبلغ اعلى تروح لشي اسمه البي اي سي اللي هو ال board investment committee او لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سمو ولي العهد and myself we were against that position قول انه هذ فرصة تاريخية نقدر نكسب من وراها
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, so we went all the way up للملك ففعليا العضاء صوته ضد ضد قرار صوت الرئيس والمحافظ ضد قرار ومشى هذا الامر صحيح وصعد إلى
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, and that s one of the qualities اللي ما هي موجودة ما اعتقد موجودة في أي
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, يوميكورن برايس المجلس هذا طبعا that s one extreme example في examples كثيرة كانت موجودة انه
تتغير القناعات هذي because we show them show him, تستغيل القناعات هذي because we showed them show him
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, الـ evidence اللي موجودة اللي هي تقول انه هذا قرار استثمار سليم أو هذا قرار استثمار غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, او تفيني جيد يعني دخلنا تقريبا كنت حوالي اذا ما كنت غلطان اه
قريب الأربعين بالمية فيها دولار فا it was خلال, قريبا 40 فيها دولار خلال
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth, خلال فترة الأشر الاولية لانه حين الكل متوقعين tell you the truth
تكون الrecovery as w shape ولا u shape, تكون الركابري as w shape ولا u shape
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, واحتمال بسيط انه تكون في شاب انه ينزل ويطلع
فكانت عندنا إحنا الprovision نبغى نشتري بثمانين مليار, فكانت عندنا احنا البروفيجن نبغى نشتري بثمانين مليار
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to deploy المبلغ كامل للاسف, وما نزل فاجاء عائد سريع ماقدرنا تديبلوي المبلغ كامل للأسف
وبعدين that s a funny thing العالم كله كان يتكلم على الدخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول, بعدين that s a funny thing العالم كله كان يتكلم على دخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول
فال مع النزول هذا فكان i think ال ال effect للطلوع هذا, في الماء النزول هذا فكان i think الافكت الطلوع هذا
من أساسه اللي هو الدخول حقنا cods because we had to disclose كانوا معظم الشركات كنا نطلع فوق الخمسة بالمية لازم تفصح قريب we have to disclose it, من اساسة اللي هو دخول حقنا كنتم نتحرك لانو مظام الشركات كان نطلع فوق خمسة بالمئة نتحرك
