gt,hyp
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجى الاصول اللي موجودة اللي اه تم نقلها جاسن احنا نطرحه فالسوق معظمها برابيت آآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآ 
assets او private companies, assets أو private companies
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدم نخليها جاهزة انها تدخل للسود هذلك بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذي ابو فيصل كتشيرمن بس الصندوق نفسه اضافته الفلوس اللي جيت من عرافكر جيت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, في أرامكو يعني الآن اليوم يعتبر صندوق السمارات العامة أكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة المملكة العربية السعادية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, so هنا على مستوى العوائد وينكن انتم صندوق استثمارات فاهم يعني مؤشر عندكم هو العوائد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, إحنا ويه ام بيرمنت على ما أعتقد إلى خمسين مليار من قيمته
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف كيف هي الـ cash flows التي تجي إذا هي ما هي بشركة listed
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيم هاي يقول ووش الكاشفلوس او التدفقات النقدية اللي موجودة منها
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تيجى التلفقات النقدية التي هي من الـ operations ومن الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, لازم تحطها صفر في الدفاتر حقتك
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, في الدفاتر حقا قلتنا صفر تراح صفر يأ فانت لما تيجي يعني احنا نؤثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, مافي عندنا الـ books الـ accounting information ما كانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الأشياء اللي بدأنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials
فا it was,
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي أكثر كداخل خاصة لما بيعنا سابق بس it s cash flows it s not for the income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كداخل إحنا الـaspirations الموجودة الآن أنه نوصل بين السبعة إلى ثمانية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه going back للbenchmarking exercise اللي سويناها اول شيء
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعائد يعني دينا في شيء يسمه efficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , واللي هي كانت 7 8 ففي بعض الفرانس
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فإتس لما سونا المحافظة هذي كيف نقدر نوصل للstrategy asset allocation
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, أعتقد السنة هذه أفضل من كل الأسواق العالمية at some stage we were up like 34 versus 18 سوق الأمريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, الكويديتي بدأت ترجع بشكل جدا كبير وباتكلم لك على الكويديتي من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, إضافة لبعض الاستثمارات الدورية الموجودة عندنا في عندنا سام سابل انفسments زي اللي موجودة في الصناديق اللي هي في الـ private equity في الـ public markets
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في lucid lucid سأثمرنا تقريبا
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, وبعدها امام اكثر 200 مليون دارس
at some stage وصلت lucid الى market cap تقريبا ستين مليار, أتسمستيتز واصلة لوسيد إلى ماركت كاب في تقريبا 60 مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, سنين الى 60 مليار الشركة كاملة ايه
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, 85 وبعد ما سواءنا ipo صار لنملك حوالي 65 65 حقتنا هذه 40 مثلا يا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار إلى 40 which is طبعا الآن خفزة بشكل بسيط في عندنا بعض الاستثمارات مثلا سنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففي لما كل الاستثمارات هذا الـ and we re very conservative by the way مثلا
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والاراضي اللي عندنا الان عندنا اراضي مثلا يوم لحالها كم حوالي 24 الف كيلو متر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من أصار الـ giga projects كانت 800 والآن فوق الألف
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدأ ان تحسبون قيمة هالله لان هذه جزء ايضا من قيمة المشروع وانس
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation weegee fee cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما أنها تشتغل تجاريا أو ينبيع جزء منها وقتها حتى خسب فهذه لها الامباكت يعني لسه بيصير في عندك جرية هذا موشر على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لان احنا الان ماشي مع الآية فارس والطبعا الهاية المحاسبة الهاية السعودية المحاسبة القانونيين
ال الstandards اللي موجودة فا,
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, بالتأكيد نحن لا نقوم بعمل ماذا حقيقة نحن نضيف فجد ا محافظين يعني السيوفو حقه نياسر السلمان is very conservative
when it s comes لل لل, when it comes لل
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, معايير الحاسبي لتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, الـ external plus the internal فهذا السبب في الطلوع تقريبا لل
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا البيوليز حق ة الصندوق اللي هي النظام الأساسي للصندوق الاستمرات العامة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي أعطاها المجلس للليجان للمحافظة
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والgo down
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خلينا أعطيك مثل مثال إذا نبغى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار من ثلاثة أشياء either
الإدارة نفسها تقول we wanna invest في الشيء هذا, الإدارة نفسها تقول we wanna invest في شيء هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فأيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الادارة الدورية إن كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تأتي لشي يسمى الـ mic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, management investment committee كانت الاول بريعاستي بشكل كامل الان بعد ما صار في نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس إذا طلعت التكيت سايد أعلى تجي لي المعكباستي از ال mic أو ال management investment committee
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, إذا أعلى المبلغ أعلى تروح لشي اسمه bic اللي هو board investment committee أو لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سموا ولي العهد and myself we were against that position نقول انه هذة فرصة تاريخية انه نقدر نكسب من وراها
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, ففعليا العضاء صوته ضد الصوت الرئيس والمحافظ ضد قرار ومشى هذا الأمر وسعد إلى 
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, and that s one of the qualities اللي ما هي موجودة ما اعتقد موجودة في أي
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, يوم نكون برئيس المجلس هذا طبعا اكستريم اكزامبل في اكزامبل كثيرة كانت موجودة انو
تتغير القناعات هذي because we show them show him, تتغير القناعات هذه because we showed them show him
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, الافدنس اللي موجودة اللي هي تقول انه هذا قرار استثمار سليم او هذا قرار استثمار غير سليم
