gt,hyp
i was brought in على شان التأسيس مركز اتخاذ دعم القرار, i was brought in علشان تأسيس مركز اتخاذ دعم القرار
كانت فكرة سمو الأمير انه معظم القرارات اللي تكون موجودة based على الopinion على الرأي, كانت فكرة سمو الأمير ان معظم القرارات اللي تكون موجودة باست على الابنين على الرأي
وليست based على الأدلة او الevidence, وليست based على الأدلة أو الـ evidence
فا عطانا الرؤية حقته وسألته يعني انا ما ما اشتغلت ايش علاقة banker في مركز دعم اتخاذ القرار فقال لأنه الbankers, فعطان الرؤية حقته وسألت يعني أنا ما شغلت فيه هش علاقة بانكر في مركز داخل خذقرا فقالي لأن البانكرس
ما يستخدموا فقط الرأي انه my gut feeling انه to go and buy this ولا سوا كذا, ما يستخدموا فقط الرأيي مايغتفيلن انه تجو وانبيع ديس ولا سوى كبه
السعودي الفرنسي capital معروف يعني كان الأول ما أحد يعرفه, السعود الفرنسي كابيتل معروف يعني كان الأول ما أحد يعرفه
وسوينا فيها كمان يعني الdeals, وسونا فيها كمان يعني deals
فا كنا access نعطي access للclients حقينا, فكننا نعطي اقسز للكلينتس حقينا
لأنه يدخلوا مثلا مع black rock مع كل ال اء, لأنه يدخل مثلا مع black rock مع كل
كان بالنسبة ibos قبلها ال كان سوق الأسهم, كان بالنسبة للآي بيواز قبلها الـ cancel the sum
الظاهر سبعين شركة يوم طلعت كان مية وأربعين شركة so double dub القيمة السوقية كمان كبرت, يوم طلعت كان 140 شركة saw double dub القيمة السوقية كبرت وكما كبرة
كنت كمان المسؤول عن الmna activities اللي هي الاندماج و الاستحواذ الاستحواذ كنت مسؤول عن, كنت كمان مسؤول عن الـ m a activities اللي هي الاندماج والاستحواذ كنت مسؤول عن
يعني زي ال reits اللي هي الصناديق العقارية كانت معي كان معي برضو, يعني زي الريتس اللي هي السندق الاعدارية كان معي برضو
اء ال accessibility للمستثمرين الأجانب فالسوق السعودي, الأكسيسبليتي للمستثمرين للجانب في السوق السعودي
اء يعني كان بالنسبة للsystems وكيف تسويها او الprocesses ومن الكلام ذا, ان كان بالنسبة للـ systems وكيف تتويها والبروستيز ومن الكلام ده
so بعد شهر من بداياتي مع ال مع الديوان, سو بعد شهر من بدايتي مع الديوان
لكن وفالقروض وفي أشياء كثيرة من النواحي التنموية وليست كا sovereign wealth fund, لكن في القروض وفي أشياء كثيرة من النواحي التنموي ة وليست كـ sovereign wealth fund
فقلت له ok تكلمت مع اء هيئة السوق المالية قلت لهم عطوني ال اء أسماء, فقلت له اوكي تكلمت مع الهات السوق المالية قلت لهم يعطوني الأسماء
وجبت يعني جبت الأسماء كاملة والملفات and everything, وجبت يعني جبت الاسماء كاملة والملفات and everything
و i was going through the names يعني و name by name فا ما كان مقتنع بشكل كامل بمعظم الأسماء قال لا جيب لي أحد ثاني, i was going through the names name by name فما كان مقتنع بشكل كامل بمعظم الاسماء قال لا جيب لي احد ثاني
and we were going through everything وش كان وش كان محتوى هذاك الاجتماع ال اء المحتوى حطينا يعني الblueprint, and we were going through everything وش كان محتوى ذاك الاجتماعي المحتوى حطينا البلوبرينت
الان اء وش كانت رؤيته في ذيك اللحظة حنا نتكلم على الفين وخمسطعش لسى قبل ما الناس تدري عن الصندوق الفين وخمسطعش again سمو الأمير اعتمد على معلومات اكثر من رأي, الآن وش كانت رؤيته في ذيك اللحظة هنتحدث عن 2015 لست قدر ما الناس تديعون السجوات 2015 again سمو الأمير يعتمد على المعلومات أكثر من الرأي
so اول شيء سويناه, شو اول شي سوينا
فحص كامل diagnostic, فحص كامل diagnostic
ايش هي الpros الcons الأشياء اللي نسويها الأشياء اللي ما نسويها هذا رقم واحد, اشي الـ pros cons الأشيال اللي نسويها الأشيال ما نسويها هذا رقم واحد
رقم اثنين benchmark, رقم 2 بنشمارك
الsovereign wealth funds فالعالم يسوونه, في العالم يسوون
so اول صندوق sovereign wealth funds فالعالم كان صندوق ال ال اللي هو الكويت, اول صندوق سورة وضفان في العالم كان صندوق اللي هو الكويت
norges bankالأقدم الكويتي الاقدم الكويتي مثل ال norges bank الاستراتيجية حقته, الأقدمة الكويتي الأقدمة الكويتي مثل النورجيس بانك الاستراتيجية حقته
صندوق واحد passive invisment ايش يعني passive يعني يجي يشتري يقول ابغى خمسة بالمية من الpublic market اللي موجودة فالعالم, إيش يعني passive يعني يجي يشتري يقول أبغى 5 من الـ public markets اللي موجودة في العالم
لقينا انه ال اء المملكة او sovereign wealth funds بحاجة الى at least six pools of investments, لقينا ان المملكة أو sovereign wealth fund بحاجة إلى at least six pools of investments
نبغى اول شيء saudi equity اللي هو نملكه الان يعني في الفين وخمس طعش, الـ equity اللي هو نمرك الآن يعني في 2015
هذا one pool, هذا ونفول
second pool is sectors اللي كانت موجودة فالمملكة كثير منها either غير موجودة او dormant, second pool is sectors اللي كانت موجودة في المملكة كثير منها either غير موجودة أو dormant
او انها تعبانه either تعبانه لانه مافيه, أو إنها تعبانة أيضا تعبانة لأنه ما فيه
استثمار كامل او regulations ضد تطوير الsectors هذي او ما فيه regulations من الأساس تسمح بالدخول فيها excactly, استثمار كامل أو الـ regulations ضد تطوير السكترز هذه أو ما فيه regulations من الأساس للـ تسمح بالدخول فيها exactly
الpool الثالث اللي هو الطابع العقاري giga projects, الـ pool الثالث اللي هو اللوع الطابع العقاري
موجود ففكره neom موجود القدية موجود الred sea موجود roshen موجود كل الأشياء هذا فالفكر اللي موجود عنده والرؤية اللي موجودة عنده, موجود فكرة نيوم موجود القدية موجود ريتسي موجود روشن موجود كل أشياء هذا في الفكر اللي موجود عنده والرؤية اللي موجودة عنده
فا سويناها محفظة او pool, فسويناها محفظة او بطول
مشاريع الكبرى مشاريع الكبرى giga projects حتى الاسم giga يعني قلنا أول شيء mega ايه mega موجودة فكل مكان أي مشروع كبير, مشاريع الكبرى مشاريع الكبرى حيث الاسم موجودة اي مشروع كبير
يسمونه mega projects, سمونه ميغا project
it s not this is giga this is like an eco system كامل, it s not this is giga this is like an ecosystem canal
الشيء الثالث اللي هو الreal estate والinfastructure, شي الثالث اللي هو الريل استيت والانفرسوكشر
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين الساكتر ديفولوبمنت وبين على حسب إش الـ يعني هذ من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا البور ولا هذا البور
فهذي الأربعة first أربع محافظ, فهذه الأربعة first أربعة محافظ
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, الاستثمار الدولي الاول ما كان عندنا تقريبا less than one and a half percent
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, وكان اكثره politically incentivized investments مثلا في الدول العربية من الكلام هذا فما كانت
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, فكان في عندنا يمكن استثمار واحد اللي هو في بوستغو ستيل في كوريا كان في اخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, الاستثمارات الدولية سوينا برضه محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء
ان كان مع الfund managers, and can male fund managers
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان في دفرين تنديلائين في الـ private equity في الـ public markets في دفرينت آآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآآ
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, هذه غربها استثمارات غير مباشرة عبر السوق عبر المدرأة صناديج لا حتى ممكن تكون داريكت بس ما يستراتيجيك
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, أو non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s strategic يعني 45 billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق قيمته مئة مليار softbank نفسهم كانوا حاطين 28 مليار فيه
blackstone استثمرنا فالبنية التحتية في أمريكا, استثمرنا في البلية التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, 50 مليار واحنا حقين 20 مليار so it s 40 of that fund so هذا تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, على الخارطة العالمية للأستثمار في أوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, ما دوم تفيد لأنه تم نقل الصندوق الاستمرارات العامة من تحت وزارة المالية إلى
so سمو الأمير قال go and find proper offices لكم , so اسمه المير قال go and find proper offices
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, ورجعت هنا كانت تقريبا ما هي جاهزة المدينة الرغمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, فيها اللي جاهزة اللي هي العمارة حقة المينتنس الصيانة
فقلت ممتاز ok let s take, فقلت متاز اوكي لاتس تايك
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخذينا i remember نص دور
اء region,
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, was moving out من هيئة السوق المالية وانا كان يشتغل معي في هيئة السوق المالية
here is what i want هذا ال mandate اللي عندي , here s what i want هذا الماندات اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي إنك تجي قال لي اوكي خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طب ما سألتني وش الراتب وش راتب قال لي خلاص مشكلة جاي فكان من اول اشخاص تركي النويستر same thing كان جايني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, من سموه الامير انه نبغي نستثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, فتكلمت مع الـ previous employer حقي السعيدي الفرنسي ويتركيا كان رئيس الاستثمارة هناك إدارة الأصول
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about ما كان المستعبين اطلاقا ما هم استعبين
فقلت you know what, فقلت you know what s
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, i m not gonna waste time اصلت على تركي نفس الشاي في العاصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, here s the thing
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, زي ردت يزيد ردت فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, fine اليوم الثاني ساعة 6 الصباح احنا في الطيار رايحين الفرنسي انا وتركيا يزيد
يعني هي both of them, يعني باث of them
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالاضافة طبعا السلطان ومحمد they were believers يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, بس دي بليف دي قوس
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, and maybe personally in me سمو لامير محمد
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, ويموفد اي رمامبر لمبنى الصيانة في المدينة الرقمية أخذنا نص دور سواء أوه شي خمس مكاتب كانت اجزاز يعني اذكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جبنا مقاولين خلص خلصنا اول شيء i think خلال اسبوع الخمسة مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا ألف ثممية وشيء قريب الـ 2000 شخص نشتغل في صندوق للثمارات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي وone of the first tenants and i think
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صابت في المدينة الرقمية ما كان فيها احد الان الأوقبنس يريد فيها تقريبا 99 أو 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمارات العامة وبالتأكيد برعاست الاسمه الأمير and if it wasn t for him none of this would have happened at all
at all يعني, at all يعني
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لولا الدعم اللي موجود والرأي اللي موجودة انتموا الأمير none of this would have happened ولا في 100 سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, المشارات قياس الأداء اللي موجوده موجود فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صارت الاستراتيجية وال visual realization program اللي تفضلت فيه برنامج تحقيق الرؤية
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجي الأصول اللي موجودة اللي تم نقلها جاسين احنا نطرحه في السوق معظمها private
assets او private companies,
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدر من خليها جاهزة انها تدخل للسود ها قيم المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذي ابو فيصل كتشيرمن بس الصندوق نفسه اضافته الفلوس اللي جات من عرامكا رجعت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, فهذا علاقة الصندوق في أرامكو يعني الآن اليوم يعتبر صندوق السمرات العامة أكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة المملكة العربية السعودية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, على مستوى العواعد ويمكن أنتم صندوق استثمارات فأهم يعني مؤشر عندكم هو العواعد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, احنا سوانا على ما اعتقد الى 50 مليار من قيمته
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف كاشف روز اللي تجي إذا هي ماهب شركة لستد
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيم هايقور وش الكاشفلوس او تدفقات النقدية اللي موجودة منها 
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تجد الترفقات النقدية اللي هي من الـ operations ومن الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, لازم تحطها صفر في الدفاتر حقيت
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, في الدفاتر حقيتنا صفر يه فانت لما تيجي يعني احنا نأثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا البوكس الاخانتين المكانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الأشياء اللي بدأنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان في audited financials
فا it was, فإنه كان
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي اكثر كداخل خاصة اللي ما بيعنا سابق بس it s cash flows it s not for the income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كداخل احنا الاسبراشنز اللي موجودة الان انو نوصل بين السبعة الى الثمنية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه going back للbenchmarking exercise اللي سوناها أول شيء
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعائد يعني دينا في شيء يسمى efficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , ففي بعض الفانس
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , لما سونا المحافظة هذي كيف نقدر نوصل للstrategy asset allocation
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, أعتقد السنة هذه أفضل من كل الأسواق العالمية at some stage we were up like 34 versus 18 سوق المريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, liquidity بدأت ترجح بشكل جدا كبير وباتكلم لك على liquidity من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, إضافة لبعض الاستثمارات الدوليه اللي موجودة عندنا في عندنا سام سابل انفسمنتز زي اللي موجودة في الصناديق اللي هي في الـ private equity في الـ public markets
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في لوسد لوسد سعتمرنا تقريبا
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, وبعدها another maybe two or three hundred million dollars
at some stage وصلت lucid الى market cap تقريبا ستين مليار, at some stage وصلت lucid الى market cap تقريبا 60 مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, من 2 الى 60 مليار الشركة كاملة اي احنا نملك انه
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, وبعد ما سونا ipo صار نملك حوالي 65 65 حقتنا هذه 40 مثلا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار إلى 40 نعم تاخدون فروس تستفرونها طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا سنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففي لما تجب كل الاستثمارات هذا ال and we re very conservative by the way مثلا
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والأراضي اللي عندنا الآن عندنا أراضي مثلا يوم الحالة كام حوالي 24000 كيلومتر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من أسر الجيجا بروژيكت كانت 800 والآن فوق الألف
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدو ان تحسبون قيمة هالك لان هذا جزء ايضا من قيمة البشرؤ
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation we do fee cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما أنها تشتغل تجاريا أو ينباع جزء منها وقتها حتى تخسب يبدأ يصبح التقييم فهذه لها الـ impact يعني لسة بيصير في عندك جرق هذا موشع على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لأننا إحنا الآن ماشين مع الفرس وطبعا الهائة المحاسبة الهائية السعودية المحاسبة القانونيين
ال الstandards اللي موجودة فا, الـ standards الموجودة فهو
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, بالتاكيد we don t overvalue anything actually we impair things فجد المحافظين يعني السيافة حقنا ياسر سلمان is very conservative
when it s comes لل لل,
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, لتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, الإكسترنل بلاس دي إنترنل فهذا السبب في الطلوع تقريبا للأمور
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا الباي لويز حقت الصندوق اللي هي النظام الأساسي للصندوق الاستمرارات العامة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي أعطاه المجلس للجان للمحافظ آن أوكي أوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والـ go down
now خلينا نعطيك مثال اذا نبغى نبتدي, نعم خلينا أعطيك مثال إذا نبقى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار ممكن من ثلاثة أشياء either
الإدارة نفسها تقول we wanna invest في الشيء هذا, إدارة نفسها تقول we wanna invest في الشيء هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فاعتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الادارة الدورية ان كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تيجي لشي اسمه الـ mic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, management committee كانت الأول برياسي بشكل كامل الآن بعد ما صار في نائبين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس اذا طلعت ticket size اعلى تجي لي in my capacity as mic
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, إذا أعلى المبلغ أعلى تروح لي شيء اسمه bic اللي هو board investment committee أو لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن اسموا ولي العهد and myself we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, لذا نذهب إلى الملك ففعليا العضاء صوتوا ضد الصوت الرئيس والمحافظ ضد قرار يعم ومشى هذا الأمر وسعد الى
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, and that s one of the qualities اللي ما هي موجودة ما اعتقد موجودة في أي
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, يوم يكون برايس المجلس هذا طبعا مثال فيه مثال كثيرة كانت موجودة أنه
تتغير القناعات هذي because we show them show him, تتغير قناعات هذه because we show them
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, الافدنس اللي موجوده اللي هي تقول انه هذا قرار استثماري سليم أو هذا قرار استثماري غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, اوه تفاست رائعا يعني دخلنا تقريبا كنت حوالي إذا ما كنت غلطان
قريب الأربعين بالمية فيها دولار فا it was خلال, دولار فإذا كان فيه
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth, خلال فترة الأشر الاولية لانه حين اللي كلهم متوقعين tell you the truth
تكون الrecovery as w shape ولا u shape, تكون الركاباري أز دوليو شايف ولا از u شايب
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, واحتمال بسيط انه ينزل ويطلع
فكانت عندنا إحنا الprovision نبغى نشتري بثمانين مليار, فكانت عندنا احنا البروفيجين نبغى نشتري بـ 80 مليار
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to deploy المبلغ كامل للاسف, وما نزل فجاء عائد سريع ما قدرنا تديبلوي المبلغ كامل للأسف
وبعدين that s a funny thing العالم كله كان يتكلم على الدخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول, بعدين that s a funny thing العالم كله كان يتكلم على دخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول
فال مع النزول هذا فكان i think ال ال effect للطلوع هذا, مع النزول هذا فكان i think the effect للطلوع هذا
