gt,hyp
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec, هذه أغلبها استثمارات غير مباشرة عبر السوق عبر المدرسة نادي لا حيثه ممكن تكون direct بس ما هي strategic
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, or non direct but it s a strategy مثل like the soft bank vision fund that s strategic 45 billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق قيمته 100 مليار softbank نفسه كانوا حاطين 28 مليار فيه
blackstone استثمرنا فالبنية التحتية في أمريكا, black stone استثمرنا في البلد التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, خمسين مليار وحنا حاطين 20 مليار so it s 40 of that fund so هاذا تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber,
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى, ما داومت في tell you the truth لان تم نقل الصندوق الاستمرار العام من تحت وزارة المالية الى
so سمو الأمير قال go and find proper offices لكم , سمول امير قال go and find proper offices like them
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, and رحت هناك كانت تقريبا ما هي جاهزة المدينة الرغمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, في عمارة واحدة فيها اللي جاهزة اللي هي العمارة حق المينتنس الصيانة
فقلت ممتاز ok let s take, فقلت متاز okay let s take
يعني جزء منها فا خذينا i remmeber نص دور, يعني جزء منها فاخذانا i remember نص دور
اء region, region
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, was moving out من هيئة السوق المالية وانا كان يشتغل معي في هيئة السوق المالية
here is what i want هذا ال mandate اللي عندي , here s what i want هذا الماندية اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي إنك تيجي قال لي أوك خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني, طب ما سألتني واش الراتق واش راتق قال لي خلاص مشكلة جاي فكان من اول اشخاص تركي النويستر same thing كان جايني
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, من سمو الأمير انه انا بغى نستثمر في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول, فتكلمت مع الـ previous employer حقي السعودي الفرنسي كابيتل وتركيا كان رئيس الاستثمار هناك إدارة الأصول
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين, they couldn t comprehend what i was talking about ماكن المستوعبين إطلاقا ماهم مستوعبين
فقلت you know what, فقلت you know what
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, i m not gonna waste time اصلت على تركي نفس الشاي في العاصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, قلت له here is the thing ابواك تجي مش عارف ايش
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, تاليفاين زي ردت يزيد ردت فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد, فاين اليوم الثاني ساعة 6 الصباح احنا في الطيار رايحين الفرنسية أنا وتركيا يزيد
يعني هي both of them, يعني both of them
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, بالاضافة طبعا السلطان ومحمد يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, بس they believed in the cause
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد,
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت, we moved i remember لمبنى الصيانة في المدينة الرقمية خذنا نص دور سواء اول شيء خمسة مكاتب كانت اجزاز يعني اذكر حتى كنت
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جبنا مقاولين خلص خلصنا أول شيء خلال اسبوع الخمسة مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا الف ثمية وشي قريب الـ الفين شخص نشتغل في صندوق الإثمرات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي وووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووو
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, نفس القصة اللي صارت في مدينة الرقمية ما كان فيها احد الان الاكبنسي ريت فيها تقريبا 99 و 98 
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمارات العامة وبالتأكيد براست سمو الأمير and if it wasn t for him none of this would have happened at all
at all يعني,
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, لو لا الدعم الموجود والرؤية الموجودة عند سمو الأمير none of this would have happened ولا في 100 سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, المشارات قياس الأداء اللي موجودة فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية, يعني لما صارت الاستراتيجية والvisual realization program اللي تفضلت في برنامج تحقيق الرؤية
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء, يعني لما تيجي الأصول اللي موجودة اللي تم نقلها جاسين احنا نطرحه في السوقت معظمها private
assets او private companies,
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدم نخليها جاهزة انه تدخل للسوق ها قيم المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, يمكن هذي ابو فيصل كتشيرمن الصندوق نفسه اضافته الفلوس اللي جيت من أرامكان رجيت للصندوق البيع المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, فهذا علاقة الصندوق في ارامكو يعني الآن اليوم يعتبر صندوق استمرات العامة أكبر
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, بعد حكمة المملكة العربية السعودية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد, على مستوى العوائد ويمكن انتم صندوق استثمارات فاهم يعني مؤشر عندكم هو العوائد
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, إحنا سوانا امبيرمنت على ما أعتقد إلى خمسين مليار من قيمته
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, شوف كيف الكاشفراز الذي تجي اذا هي ماهب شركة listed
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها, فكافي قيم هاي يقول وش الكاشفلوس أو التدفقات النقدية اللي موجوده منها 
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment, فلما تجد التلفقات النقدية اللي هي من الـ operations من الفاينانس من الـ investment
you have to impare it لازم تحطها صفر فالدفاتر حقتك, لازم تحطها الصفر في الدفاتر حقك
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, في الدفاعاتر حقيقتنا صفر ترى صفر يا فانت لما تيجي يعني احنا تأثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, ما في عندنا البوكس الـaccounting information ما كانت موجودة
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا, فهذا من الأشياء اللي بدأنا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials
فا it was, فاتواز بالتحديد
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, وفي بعض السنوات يجي اكثر كداخل خاصة اللي ما بيعنا سابق بس it s cash flows it s not for the income statement
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, لكن كداخل إحنا الـ aspirations اللي موجودة الآن إنه نوصل بين السبعة إلى ثمانية بالمئة
فهذي going back للbenchmarking exercise اللي سويناه أول شيء, فهذه going back للbenchmarking exercise اللي سوناها اول شيء 
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعايد يعني يجينا في شيء اسمه efficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , واللي هي كانت 7 الى 8 فيلمات ففي بعض الفانس
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , لما سوينا المحافظة هادي كيف نقدر نوصل للstrategic asset allocation
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, أعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like 34 versus 18 سوق المريكي
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, liquidity بدأت ترجح بشكل جدا كبير وباتكلم لك على liquidity من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, اضافة لبعض الاستثمارات الدورية الموجودة عندنا في عندنا سماس stable investments زي اللي موجودة في الصناديق اللي هي في private equity في public markets
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا, دعم كبير زي اللي صار في لوسيد لوسيد سأثمارنا تقريبا 
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, 1 8 billion dollars وبعدها another maybe two or three hundred million dollars
at some stage وصلت lucid الى market cap تقريبا ستين مليار, at some stage وصلت lucid إلى market cap تقريبا 60 مليار
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, من الثنين إلى ستين مليار الشركة كاملية
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, 85 وبعد ما سواء الipo صارنا نملك حوالي 65 65 حقتنا هذه 40 مثلا يا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من 2 مليار إلى 40 which is طبعا الآن خفضة بشكل بسيط في عندنا بعض الاستثمارات مثلا سنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففي لما تجبع كل الاستثمارات هذا الـ and we re very conservative by the way مثلا 
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع, كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا يوم الحاله كم حوالي 24 الف كيلو متر مربع
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, القدية اللي هي تعتبر من أسر الـgiga projects فوق كانت 800 والآن فوق الألف
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, what s your time to consider because this is a good amount of money once
the projects start getting commercial operation ويجي فيه cash flows, the project starts getting commercial operation وجي في cash flows
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات, فإما أنها تشتغل تجاريا أو ينباع جزء منها وقتها هتخسب يبتدي صور التقييم فهذه لها الـ impact يعني لسه بيصير في عندك جاء هذا مشكل على التحفظ في عملية التقييمات
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لان احنا الان ماشيين مع الفرس والطبعا الهائة المحاسبة الهائة السعودية المحاسبين الطانونيين
ال الstandards اللي موجودة فا, الـ standards الموجودة فا
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, بالتأكيد we don t overvalue anything actually we impair things فجدا محافظين ان السيوفو حقنا ياسر سلمان is very conservative
when it s comes لل لل,
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else, معايير الحاسبية لتقييم الأصول والمعايير and everything else
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, فهذا السبب في الطروع تقيبا للـ
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا البيولوز حق الصندوق اللي هي النظام الأساسي للصندوق الإستمرات العامة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي اعطاها المجلس للجان للمحافظ اهل من اوكي اوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down, بعدها الصلاحيات هذه الصلاحيات اللي موجودة هنا والـ
now خلينا نعطيك مثال اذا نبغى نبتدي, ناو خلينا أعطيك مثل مثال إذا نبقى نبتدي
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار ممكن من ثلاثة اشياء either
الإدارة نفسها تقول we wanna invest في الشيء هذا, إدارة نفسها تقول we wanna invest في الشي هذا
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فايتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الإدارة الدورية إن كان هو public ولا private
بعدها تجي لشيء اسمه الmic managment investment committee, بعدها تيجي لشي اسمه الmic management investment committee
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, management investment committee كانت الأول برياستي بشكل كامل الآن بعدما صار فينا أي بين
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس اذا طلعت التيكت سايز اعلى تيجي ليه المعباسي از الـmic أو الـ management investment committee
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار, إذا أعلى المبلغ أعلى تروح لشيء اسمه البي آي سي اللي هو الboard investment committee أو لجنة الاستثمار
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, لكن سموا ولي العهد and myself we were against that position نقول إنه هاد فرصة تاريخية إنه نقدر نكسب من مراها
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى, so we went all the way up للملك ففعليا العضاء صوتوا ضد صوت الرئيس والمحافظ ضد قرار ومشى هذا الأمر صعد إلى
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي, and that s one of the qualities اللي ما هي موجودة ما اعتقد موجودة في اي
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, يوم الكون بلايس المجلس هذا طبع ا that s one extreme example في examples كثيرة كانت موجودة أنه
تتغير القناعات هذي because we show them show him, تتغير القناعات هذه
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, الـ evidence اللي موجودة اللي هي تقول انه هذا قرار استثماري سليم أو هذا قرار استثماري غير سليم
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, it was really good i think we were able to do it
قريب الأربعين بالمية فيها دولار فا it was خلال,
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth, خلال فترة الأشهر الاولية لانه حين اللي كنوا متوقعين تقولوا the truth
تكون الrecovery as w shape ولا u shape, تكون الركابري as a w shape ولا u shape
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, واحتمال بسيط انه تكون فيه شاب إنه ينزل ويطلع
فكانت عندنا إحنا الprovision نبغى نشتري بثمانين مليار, فكانت عندنا حين البروفيجن نبغى نشتري بـ 80 مليار
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to deploy المبلغ كامل للاسف, وما نزل ارتد فجاء عائد سريع فجاء عائد سريع ما قدرنا تدبلوي المبلغ كامل للأسف
وبعدين that s a funny thing العالم كله كان يتكلم على الدخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول, بعدين that s a funny thing العالم كله كان يتكلم على دخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول
