gt,hyp
بين الsector development وبين على حسب ايش ال ال يعني هذا من الأشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool, بين الـ sector development وبين على حسب ايش ال يعني هاد من الاشياء اللي تم النظر فيها داخليا وين تكون المشاريع مثلا في هذا الpool ولا هذا الpool
فهذي الأربعة first أربع محافظ, فهذه الأربعة first أربع محافظ
والاستثمار الدولي الأول ما كان عندنا تقريبا اقل من خمسة فالمية less than one and a half percent, واستثمار الدولي الأول ما كان عندنا تقريبا أقل من خمسة فالمية less than one and a half percent
وكان اكثره politicly incentives investment مثلا في الدول العربية في من الكلام هذا فما كانت, تحديد المشروعات كبيرة
فا كان فيه عندنا يمكن استثمار واحد اللي هو في posco steel korea في كوريا كان في اخر, فكان فيه عندنا يمكن استثمار واحد اللي هو في بوسكوستيل في كوريا كان فيه اخر
الاستثمارات الدولية سوينا برضو محفظتين اللي هي الbalanced portfolio اللي هو يستثمر في كل شيء, ترجمة نانسي قنقر
ان كان مع الfund managers, ان كان مع ال fund managers
ان كان في different underlying فالprivate equity فالpublic markets في فيdifferent instruments of الinvestmets, كان فيدفرنة الوضع فيل private equity فيل public markets فيلد فيلدفرنة وفلل investments
هذي اغلبها استثمارات غير مباشرة هذي عبر مدراء صناديق لا حتى مم ممكن تكون direct بس ماهي stratigec,
stratigec invesment اللي هيdirect, strategic investments اللي هي direct
او non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s a strategic يعني forty five billion dollars, أو non direct بس تكون لها طابع استراتيجي مثل زي مثلا soft bank vision fund that s strategic يعني forty five billion dollars
في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه, في صندوق قيمته مئة مليار soft bank نفسهم كانوا حاطين ثمانية وعشرين مليار فيه
blackstone استثمرنا فالبنية التحتية في أمريكا, blackstone استثمرنا في البنية التحتية في أمريكا
خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هذي تعتبر strategic استثمارنا اللي وضعنا, خمسين مليار واحنا حاطين عشرين مليار so it s forty percent of that fund so هاذا تعتبر strategic استثمارنا اللي وضعنا
على الخارطة العالمية للاستثمار في uber, اوبر
اء ما داومت فيه tell you the truth لأنه تم نقل صندوق الاستثمارات العامة من تحت وزارة المالية إلى,
so سمو الأمير قال go and find proper offices لكم , اشتركوا في القناة
and رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية, عند رحت هناك كانت تقريبا ماهي جاهزة المدينة الرقمية
فيه عمارة وحدة فيها اللي جاهزة اللي هي العمارة حقت الmaintanance الصيانة, فيه عمارة واحدة فيها اللي جاهزة اللي هي العمارة حقة المaintanance الصيانة
فقلت ممتاز ok let s take, فاگلت ممتاز ok let s take
يعني جزء منها فا خذينا i remmeber نص دور,
اء region, اشتركوا في القناة
اء was moving out من هيئة السوق المالية وأنا كان يشتغل معي فهيئة السوق المالية, او was moving out من هيئة السوق المالية وأنا كان يشتغل معي في هيئة السوق المالية
here is what i want هذا ال mandate اللي عندي , here s what i want هذا المنتجة اللي عندي
ودي إني ودي إنك تجي قال ok خلاص جاي, ودي إنك تجي قال لي ok خلاص جاي
طيب ما سألتني وش الراتب وش هذي قالي خلاص مو مشكلة جاي فكان من أول الأشخاص تركي النويصر samething كان جايني,
mandate من سمو الأمير انه نبغى نستثمر اء في فرنسا, مانديت من سمو الأمير انه نبغى نستثمر اء في فرنسا
فا تكلمت مع الprevious employer حقي السعودي الفرنسي capital وتركي كان رئيس الاستثمار هناك ال إدارة الأصول,
they couldn t comprehend what i was talking about ما كانوا مستوعبين إطلاقا ما هم مستوعبين,
فقلت you know what, i forget you know what
i m not gonnna waste time اتصلت على تركي نفس الشيء فالعصر, اتصلت على تركي نفس الشيء في العاصر
اء قلت له here is the thing ابغاك تجي ومش عارف ايش, قلت له here is the thing ابغاك تجي مش عارف ايش
قالي fine زي ردة يزيد ردة فعل يزيد بالضبط, زي ردة يزيد ردة فعل يزيد بالضبط
fine اليوم الثاني الساعة ستة الصباح حنا فالطيارة رايحين فرنسا انا وتركي ويزيد,
يعني هي both of them, اشتركوا في القناة
بالاضافة طبعا لسلطان ومهند they were believers يعني ماكان عندهم حتى معلومات كاملة, تقريبا لسلطان ومهند يعني ما كان عندهم حتى معلومات كاملة
بس they believed in the cause, ترجمة نانسي قنقر
and maybe personally in me بالتأكيد ب اءء اااء اء سمو الأمير محمد, انا افضل اقام باستخدم رجال ومسانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصانع مع مصان
we moved i remember لمبنى الصيانة فالمدينة الرقمية اخذنا نص دور سوينا أول شيء خمسة مكاتب كانت قزاز يعني أتذكر حتى كنت,
جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب, جبنا مقاولين خلص خلصنا أول شيء i think خلال أسبوع الخمسة مكاتب
today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص, today we are تقريبا ألف ثمان مية وشيء قريب الألفين شخص نشتغل في صندوق الستمرات العامة
اء مركو الملك عبدالله المالي اء one of the first tenants and i think, مركز الملك عبدالله المالي who one of the first tenants and i think
نفس القصة اللي صارت فالمدينة الرقمية ما كان فيه احد الان ال occupancy rate فيها تقريبا تسعة وتسعين بالمية او ثمانية وتسعين, اشتركوا في القناة
كلها بركات الصندوق الاستثمارات العامة وبالتأكيد رئاسة سمو الأمير انا if it wasn t for him none of this would have happened at all, كلها بركات صندوق السمارات العامة وبالتأكيد رئاسة سمو الأمير and if it wasn t for him none of these would ve happened at all
at all يعني, at all
hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة, hands down لولا الدعم اللي موجود والرؤية اللي موجودة عند سمو الأمير none of this would have happened ولا في مئة سنة
الkpi s المؤشرات قياس الأداء اللي موجودة موجود فيها الصندوق, المشارات قياس الأداء اللي موجودة موجود فيها الصندوق
يعني لما صارت الاستراتيجية والvision realization program اللي تفضلت فيه برنامج تحقيق الرؤية,
يعني لما تجي للأصول اللي موجودة اللي تم نقلها جالسين إحنا نطرحها فالسوق معظمها private اء,
assets او private companies, او private او
كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذ هذي القيمة المضافة ب بالتأكيد, كيف نقدر نخليها جاهزة إنها تدخل للسوق so هذي قيمة المضافة بالتأكيد
يمكن هذي أبو فيصل كا chairman بس الصندوق وش اضافته الص الفلوس اللي جت من أرامكو جت للصندوق همم البيع ال ال المبدئي, اه الصندوق لفصل وش اضافته الصندوق اللي جات من أرامكو رجعت للصندوق البيع ال المبدئي
فا ااء اء هذا علاقة الصندوق في أرامكو overlapping spe5ech ok يعني الان اليوم يعتبر صندوق الاستثمارات العامة أكبر, اه
ااء unclear shareholder بعد حكومة المملكة العربية السعودية, shareholder بعد حكمة المملكة العربية السعودية
ااء so هنا ال وعلى مستوى العوائد وين يمكن أنتوا صندوق استثمارات فأهم يعني مؤشر عندكم هو العوائد,
احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها, احنا و سوينا impairment على ما اعتقد إلى خمسين مليار من قيمتها
يشوف وش الcash flows اللي تجي اذا هي ماهي بشركة listed, يشوف وش الكاش flows اللي تجي اذا هي ماهي بشركة listed
فكيف يقيمها يقول وش ال ال اء الcash flows او التدفقات النقدية اللي موجودة منها,
فلما تجي التدفقات النقدية اللي هي من الoperations من الfinance ومن ال investment,
you have to impare it لازم تحطها صفر فالدفاتر حقتك, لازم تحطها صفر في الدفاتر حقتك
فالدفاتر حقتنا صفر صفر yeah فأنت لما تجي يعني تأثر على عائد الصندوق, احنا تأثر على عائد الصندوق
ما فيه عندنا ال ال ال box accountant information ما كانت موجودة, او ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال ال
فهذي من الأشياء اللي بدينا بعملها كيف الإدارة المالية تصير كيف المحاسبين مراجعين ما كان فيه audited financials لا,
فا it was, it was
ااء وفيه بعض السنوات يجي أكثر كدخل خاصة لما بعنا سابك بس it s cash flows it s not فالincome statement, اتس كاشفروز it s not for income statementطيب ومافيه اي zero support
لكن كا كدخل احنا الaspirations اللي موجودة الان إنه نوصل بين السبعة إلى الثمانية بالمية, ترجمة نانسا
فهذي going back للbenchmarking exercise اللي سويناه أول شيء,
كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه الefficient frontier, كيف نقدر نوصل للعايد يعني جينا فيه شيء اسمه ال efficient frontier
واللي هي كانت سبعة إلى ثمانية فالمية ففيه بعض فيه بعض ال funds , واللي هي كانت سبعة إلى ثمانية فالماعي ففيه بعض الفرانس
فا it s لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation , فإتس لما سوينا المحافظ هذي كيف نقدر نوصل للstrategic asset allocation
اعتقد السنة هذي أفضل من كل الأسواق العالمية at some stage we were up like thirty four percent versus eighteen percent السوق الأمريكي, ترجمة نانسي قرارات
liquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها, الliquidity بدت ترجع بشكل جدا كبير وبتكلم لك عن الliquidity من الأسباب الرجوع لها
ااء إضافة لبعض الاستثمارات الدولية اللي موجودة عندنا فيه عندنا some stable invesments زي اللي موجودة فالصناديق اللي هي فالprivate equity فالpublic market, او اضافة لبعض الاستثمارات الدولية الموجودة عندنا فيه عندنا some stable investments زي اللي موجودة في الصناديق اللي هي في الprivate equity في public markets
دعم كبير زي اللي صار في lucid lucid استثمرنا تقريبا,
one point eight billion dollars وبعدها another maybe two or three hundred million dollars, 1 8 billion dollars وبعدها another maybe two or three hundred million dollars
at some stage وصلت lucid الى market cap تقريبا ستين مليار,
من اثنين الى ستين مليار so لا الشركة كاملة ايه احنا نملك كنا, صنين الى ستين مليار شركة كاملة ايه احنا نملك كنا
اء خمسة وثمانين بالمية وبعد ما سوينا الipo صرنا نملك حوالي خمسة وستين بالمية خمسة وستين بالمية حقتنا هذي حدود أربعين yeah وصلت, اه 85 وبعد ما سوينا الipo صارنا نملك حوالي 65 65 حقتنا هذه حدود أربعين مثلا وصلت
من اثنين مليار إلى أربعين yeah which is تأخذدون فلوسي تستثمرونها طبعا الآن أنخفضت بشكل بسيط فيه عندنا بعض الاستثمارات مثلا سنابل, من ثنين مليار إلى أربعين yeah which is تأخذوا فلوسي تأخذون فلوسي تستثمرونها نعم طبعا الآن خفضت بشكل بسيط في عندنا بعض الاستثمارات مثلا سنابل
فا فيه unclear limited كل الاستثمارات هذا and we are very conservative by the way مثلا, ففي لما تجب كل الاستثمارات هذا and we re very conservative by the way مثلا
كل المشاريع والأراضي اللي عندنا الان عندنا أراضي مثلا neom لحالها كم حوالي أربعة وعشرين الف كيلو متر مربع,
القدية اللي هي تعتبر من أصغر الgiga projects فوق ال كانت ثمان مية والان فوق الألف, الهوائد المالية اللي هي تعتبر من أصغر الـ giga projects فوق الـ 800 والان فوق الألفايش العوائد المالية
هذي ومتى متى تبدون تحسبون قيمة لان هذي جزء أيضا من قيمة المشروع اء اء اء once, متى تبدوا ان تحسبون قيمته لان هذي جزء أيضا من قيمة المشروع اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه اه
the projects start getting commercial operation ويجي فيه cash flows, اماما
فإما إنها تشتغل تجاريا أو ينباع جزء منها ينباع جزء منها وقتها حتحسب يبتدي يصير يصير التقييم فا هذي لها الimpact يعني لسا بيصير عندك هذا مؤشر على التحفظ في عمليات التقييمات,
اء لان إحنا الان ماشين مع ifrs وال ال طبعا الهيئة المحاسبية الهيئة السعودية للمحاسبين القانونيين, لان احنا الان ماشين مع ifrs والطبعا الهيئة المحاسبية الهيئة السعودية المحاسبين القانونيين
ال الstandards اللي موجودة فا, الالتصوص
بالتأكيد we don t over value anything actually we impare things فا جدا محافظين يعني الcfo حقنا ياسر السلمان is very conservative, ترجمة نانسيارة عشر سلماية
when it s comes لل لل, اشتركوا في القناة
معايير المحاسبيين لت لت لتقييم الأصول والمعايير and everything else,
انت الexternal plus the the internal فا هذا السبب فالطلوع تقريبا لل ااء لل, الexternal plus the internal فا هذا السبب في الطلوع تقريبا للجميع
فيه عندنا الbylaws حقت الصندوق اللي هي النظام الأساسي لصندوق الاستثمارات العامة هذا ال هذا الشيء الأساسي, في عندنا الbylaws حق التصندوق اللي هي النظام الأساسي للصندوق الاستمرات العامة هذا الشيء الأساسي
بعد هذا اللي هو المجلس وش يسوي بعده الصلاحيات اللي عطاها المجلس للجان للمحافظ اه ok ok, بعد هذا اللي هو المجلس وش يسوي بعدها الصلاحيات اللي عطاها المجلس للجان للمحافظ اهل من اوكي اوكي
بعدها الصلاحيات هذي الصلاحيات اللي موجودة هنا will go down,
now خلينا نعطيك مثال اذا نبغى نبتدي,
يبتدي الاستثمار يمكن من ثلاث أشياء either, يبتدي الاستثمار يمكن من ثلاث أشياء either
الإدارة نفسها تقول we wanna invest في الشيء هذا, ادارة نفسها تقول we wanna invest في الشيء هذابالكبر هذابالكبر
فيتم دراستها مبدئيا على مستوى الفريق اللي موجود مثلا فالإدارة الدولية إن كان هو public ولا private, فأعتمد دراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الإدارة الدورية إن كان هو public ولا privateمعروف اكثر من النارات المنزلية للمشاهدة وكل هذولي تراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الإدارة الدولية إن كان هو public ولا privateمعروف اكثر من النارات المنزلية لديه وكل هذولي تراستها مبدئيا على مستوى الفريق اللي موجود مثلا في الإدارة الدولية إن كان هو public ولا privateمعروف
بعدها تجي لشيء اسمه الmic managment investment committee,
managment investment committee كانت الأول برئاستي بشكل كامل الآن بعد ما صار فيه نائبين, انا
بس إذا طلعت الtickets رقم معين أعلى تجي لي in my capacity as mic أو management investment committee , بس إذا طلعت ال ticket size أعلى تجي لي in my capacity as mic أو management investment committee
إذا أعلى المبلغ أعلى تروح لشيء اسمه الbic اللي هو الboard investment committee أو لجنة الاستثمار,
لكن سمو ولي العهد and my self we were against that position نقول إنه هذي فرصة تاريخية نقدر نكسب من وراها, موسيقى
so we went all the way up لل للملك ففعليا الأعضاء صوتوا ضد ضد صوت الرئيس والمحافظ ضد قرار yeah ومشى هذا الأمر وصعد إلى,
and that s one of the qualities اللي ماهي موجودة ما اعتقد موجودة في أي,
يوم يكون رئيس المجلس هذا طبعا that s one extreme example فيه examples كثيرة كانت موجودة إنه, ترجمة نانسي قنقر
تتغير القناعات هذي because we show them show him,
الevidence اللي موجودة اللي هي تقول إنه هذا قرار استثماري سليم او هذا قرار استرام استثماري غير سليم, ونحن نتحدث عن الوصول على المشاهدين
oh it was really good يعني دخلنا تقريبا يمكن حوالي ما كنت غلطان, oh it was really good يعني دخلنا تقريبا كان حوالي إذا ما كنت غلطان
قريب الأربعين بالمية فيها دولار فا it was خلال, قريب الأربعين بالمية فيها دولار فاتوج فيها
خلال فترة الأشهر الأولية لأنه حنا اللي كنا متوقعين tell you the truth,
تكون الrecovery as w shape ولا u shape, تكون الrecovery as w shape ولا u shape
واحتمال بسيط انها تكون v shape انه ينزل ويطلع, اتباعوكيل لفرقاتك
فكانت عندنا إحنا الprovision نبغى نشتري بثمانين مليار,
ومانزل ارتد فا فا جاء عائد سريع فا جاء عائد سريع ماقدرنا to deploy المبلغ كامل للاسف, ترجمة نانسي قنقر
وبعدين that s a funny thing العالم كله كان يتكلم على الدخول من الصحافة العالمية ما نتكلم على المحلية كان يتكلم على دخول,
فال مع النزول هذا فكان i think ال ال effect للطلوع هذا, في المعنى نزول هذا فكان i think the effect للطلوع هذا
من أساسه اللي هو الدخول حقنا cods because we had to disclose كانوا معظم الشركات كنا نطلع فوق الخمسة بالمية لازم تفصح قريب we have to disclose it, ماذا بكثير من الاشتراك في المدينة كننطلع فوق خمسة بالمية لازم تفصح قريبا ويجعلنا نطلعها ماذا بإذن الله 
we have to disclose بشكل شهري وش اللي جالسين نسويه وهنا كانت أتذكر أبو فيصل كثير أسئلة طرحت في ذيك الفترة بأنه هل الصندوق مضارب,
ولا هو المفترض إنه صندوق سيادي قراراته طويلة المدى ثلاثة أشياء سويناها بالنسبة للدخول فأثناء الpandemic,
strategic poisitions أخذنا فيه شركات إلى الان ما طلعنا منها ما تخارجنا منها أبد, strategic positions أخذنا فيه شركات إلى الان ما طلعنا منها ما تخرجنا منها أبدك
opportunistic اللي هي نشوف وش الفرصة وندخل فيها ونطلع, اللي هي نشوف وش الفرصة وندخل فيها ونطلع
which is makes يعني perfect sense, which makes any perfect sense شيء الثالث اللي هو يسمونه rescue financer
الشيء الثالث اللي هو يسمونه rescue financing اللي هي نجي على الشركات,
convertibles قروض تحول إلى أسهم او شيء زي كذا فا هذا الأساس اللي كنا داخلين فيه ما كنا داخلين على أساس انه, convertibles قروض تحول إلى أسهم او شيء زي كذا فا هذا الاساس اللي كنا داخلين فيه ما كنا داخلين على اساس انه
ننتهز فرصة ونمشي and that s it كنت أتحدث مع يعني بعض الأصدقاء اللي يعملون فالصندوق وكانوا يقولون لي على التحول الكبير اللي صار فيه موضوع ترشيح, ننتهز فرصة ونمشي and that s it كنت أتحدث مع يعني بعض الأصدقاء اللي عملون فالصندوق وكانوا يقولون لي على التحول الكبير اللي صار فيه موضوع ترشيح
اللي هي to have the right people, اللي هي to have the right people
right processes and systems الإجراءات والأنظمة السليمة وال ال إجراءات والأنظمة السليمة, right processes and systems الإجراءة والأنظمة السليمة والإجراءة والأنظمة السليمة
and to have the right product وش وش وش أنت تبيع وش أنت تبغى تسويه المنتج أو الخدمة المناسبة exactly, و لكي يمكنك التحديد من الناس و ما تقوم بها المنتج أو الخدمة المناسبة
اليوم is not about people only it s about people الأشياء اللي نسويها, ترجمة نانسي قنقر
going back you know الevidence base والبيانات والمعلومات والأشياء هذي,
اء اسسنا تقريبا if i m not mistaken, اشتركوا في القناة
